node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS
5;0;-93.33225780815211;29.69864206176733;1318.912;12;125;14;867100000;867100000;346.10114128676315;33.12957157155162;RECEIVED
11;0;-124.89792756294807;-1.867027693028632;46.336;9;500;14;868100000;868100000;1941.7376238822794;1.1639076969042788;RECEIVED
14;0;-118.70673919484167;4.3241606750777635;51.456;8;250;14;867100000;867100000;660.7056833416827;1.2925162821975693;RECEIVED
18;0;-129.543066455654;-6.512166585734576;92.672;10;500;14;867300000;867300000;1730.353143147375;2.3278153938085575;LOST
7;0;-129.69164307153662;-6.66074320161718;329.728;12;500;14;867100000;867100000;550.3180898353243;8.282392892887906;RECEIVED
5;0;-99.89421347496305;23.136686394956385;370.688;10;125;14;868500000;868500000;346.10114128676315;9.31126157523423;RECEIVED
26;0;-118.76734643445553;4.263553435463905;92.672;10;500;14;868100000;868100000;1413.6849012421403;2.3278153938085575;RECEIVED
12;0;-116.95980481457559;6.0710950553438465;92.672;9;250;14;867300000;867300000;1768.2086980896797;2.3278153938085575;RECEIVED
96;0;-102.83765839252946;20.193241477389975;329.728;12;500;14;867300000;867300000;1327.621180909675;8.282392892887906;RECEIVED
28;0;-110.23944183936115;12.791458030558289;164.864;11;500;14;867700000;867700000;988.4057871137744;4.141196446443953;RECEIVED
61;0;-111.55193786218793;11.47896200773151;92.672;9;250;14;868300000;868300000;1391.0370232312296;2.3278153938085575;RECEIVED
73;0;-120.76751050429309;2.2633893656263524;329.728;11;250;14;867700000;867700000;1589.3426314045691;8.282392892887906;RECEIVED
7;0;-108.9081936682577;14.122706201661742;56.57600000000001;7;125;14;867900000;867900000;550.3180898353243;1.4211248674908599;RECEIVED
43;0;-100.10086390958364;22.9300359603358;14.144000000000002;7;500;14;867700000;867700000;347.8807266866045;0.35528121687271497;RECEIVED
15;0;-124.30379659689072;-1.2728967269712825;370.688;10;125;14;867300000;867300000;1908.8470342067749;9.31126157523423;RECEIVED
13;0;-102.33633614507109;20.69456372484835;92.672;10;500;14;867500000;867500000;1034.8511970326942;2.3278153938085575;RECEIVED
1;0;-127.50746486324564;-4.476564993326207;329.728;11;250;14;867300000;867300000;1684.910086621835;8.282392892887906;RECEIVED
55;0;-96.06533567385155;26.965564196067888;329.728;11;250;14;868100000;868100000;1079.0240961164861;8.282392892887906;RECEIVED
51;0;-122.94064261495754;0.09025725496189807;56.57600000000001;7;125;14;868100000;868100000;1437.2769392152647;1.4211248674908599;RECEIVED
98;0;-128.09094746596844;-5.060047596049003;102.912;8;125;14;868300000;868300000;1791.842068933532;2.5850325643951386;LOST
76;0;-113.38629669705335;9.644603172866084;92.672;9;250;14;868300000;868300000;1466.1272113974285;2.3278153938085575;RECEIVED
42;0;-128.18074214952176;-5.149842279602325;329.728;12;500;14;867900000;867900000;1395.8198307804628;8.282392892887906;RECEIVED
10;0;-108.75953488526848;14.271364984650958;329.728;12;500;14;868500000;868500000;1906.2470983584474;8.282392892887906;RECEIVED
14;0;-113.03801269570775;9.992887174211688;164.864;11;500;14;867900000;867900000;660.7056833416827;4.141196446443953;RECEIVED
99;0;-113.78608362273242;9.244816247187018;659.456;12;250;14;867300000;867300000;1235.4031730572817;16.56478578577581;RECEIVED
0;0;-91.94351262682234;31.087387243097098;28.288000000000004;7;250;14;868500000;868500000;536.5901601781381;0.7105624337454299;RECEIVED
92;0;-122.11789543164284;0.9130044382766016;51.456;8;250;14;867700000;867700000;1779.99157301376;1.2925162821975693;RECEIVED
24;0;-119.11557207339695;3.91532779652249;659.456;12;250;14;868300000;868300000;1824.7325831474595;16.56478578577581;RECEIVED
18;0;-124.54908893738269;-1.518189067463254;370.688;10;125;14;867100000;867100000;1730.353143147375;9.31126157523423;RECEIVED
13;0;-120.06537372597188;2.9655261439475566;659.456;12;250;14;867500000;867500000;1034.8511970326942;16.56478578577581;RECEIVED
64;0;-113.00165294962386;10.029246920295577;14.144000000000002;7;500;14;867500000;867500000;1222.5207564700077;0.35528121687271497;RECEIVED
99;0;-119.1651159964878;3.8657838734316385;92.672;9;250;14;868500000;868500000;1235.4031730572817;2.3278153938085575;RECEIVED
79;0;-117.9507285339132;5.080171336006231;92.672;10;500;14;867900000;867900000;1373.5330356420263;2.3278153938085575;RECEIVED
34;0;-106.40123665082318;16.62966321909626;14.144000000000002;7;500;14;867100000;867100000;1120.9442448221946;0.35528121687271497;RECEIVED
82;0;-90.50724062996096;32.52365923995848;25.728;8;500;14;867500000;867500000;355.0;0.6462581410987847;RECEIVED
43;0;-95.53844664270656;27.492453227212877;51.456;8;250;14;868100000;868100000;347.8807266866045;1.2925162821975693;RECEIVED
16;0;-111.08019175490585;11.950708115013583;46.336;9;500;14;867900000;867900000;547.2988214860325;1.1639076969042788;RECEIVED
80;0;-122.72183124691622;0.30906862300321336;185.344;10;250;14;868100000;868100000;1032.3376385659878;4.655630787617115;RECEIVED
90;0;-106.16597580511728;16.864924064802153;92.672;9;250;14;867900000;867900000;1557.48418932585;2.3278153938085575;RECEIVED
99;0;-113.13118889292683;9.899710976992608;28.288000000000004;7;250;14;867500000;867500000;1235.4031730572817;0.7105624337454299;RECEIVED
58;0;-100.1717797599279;22.859120109991537;185.344;10;250;14;867500000;867500000;761.9087871917478;4.655630787617115;RECEIVED
9;0;-121.46287269016707;1.568027179752363;1318.912;12;125;14;867500000;867500000;1978.2355774780717;33.12957157155162;RECEIVED
93;0;-121.07283267599678;1.958067193922659;329.728;12;500;14;867700000;867700000;1738.2865126324832;8.282392892887906;RECEIVED
96;0;-118.18053804563186;4.850361824287575;28.288000000000004;7;250;14;868100000;868100000;1327.621180909675;0.7105624337454299;RECEIVED
67;0;-115.94975867993475;7.081141189984692;659.456;12;250;14;867900000;867900000;1451.0013783590973;16.56478578577581;RECEIVED
83;0;-125.72702315787808;-2.696123287958642;659.456;12;250;14;867300000;867300000;1134.6365056704283;16.56478578577581;RECEIVED
63;0;-125.38496586023382;-2.354065990314382;329.728;11;250;14;867700000;867700000;1978.9757451772873;8.282392892887906;RECEIVED
94;0;-107.78705733533302;15.24384253458642;92.672;10;500;14;867500000;867500000;585.5365061206688;2.3278153938085575;RECEIVED
17;0;-129.60091036002316;-6.570010490103726;329.728;11;250;14;867900000;867900000;1281.5588164419141;8.282392892887906;RECEIVED
29;0;-114.49048503345566;8.540414836463782;659.456;12;250;14;868300000;868300000;705.443123150265;16.56478578577581;RECEIVED
5;0;-109.55783283828464;13.473067031634798;741.376;11;125;14;867100000;867100000;346.10114128676315;18.62252315046846;RECEIVED
61;0;-114.91872068469414;8.112179185225301;741.376;11;125;14;867700000;867700000;1391.0370232312296;18.62252315046846;RECEIVED
68;0;-120.75513192570699;2.275767944212447;14.144000000000002;7;500;14;867700000;867700000;1551.684568461;0.35528121687271497;LOST
83;0;-112.80938978686702;10.221510083052422;329.728;11;250;14;867700000;867700000;1134.6365056704283;8.282392892887906;RECEIVED
88;0;-117.84253354982175;5.1883663200976855;28.288000000000004;7;250;14;867300000;867300000;1162.4198897128351;0.7105624337454299;RECEIVED
1;0;-109.23315615211203;13.797743717807407;659.456;12;250;14;868500000;868500000;1684.910086621835;16.56478578577581;RECEIVED
27;0;-119.58215296595782;3.44874690396162;185.344;9;125;14;868500000;868500000;1821.160344395847;4.655630787617115;RECEIVED
46;0;-126.9986811911962;-3.9677813212767603;185.344;10;250;14;867100000;867100000;1554.4568183130723;4.655630787617115;RECEIVED
55;0;-135.53654586961184;-12.505645999692405;164.864;11;500;14;867900000;867900000;1079.0240961164861;4.141196446443953;LOST
6;0;-118.89565987022516;4.135239999694278;51.456;8;250;14;867700000;867700000;1275.5547812618634;1.2925162821975693;RECEIVED
85;0;-123.31922410491254;-0.2883242349930981;659.456;12;250;14;867900000;867900000;1659.3989875855655;16.56478578577581;RECEIVED
48;0;-114.05225669207672;8.978643177842713;329.728;12;500;14;867900000;867900000;1778.282598464035;8.282392892887906;RECEIVED
83;0;-120.30966205710365;2.7212378128157866;46.336;9;500;14;868300000;868300000;1134.6365056704283;1.1639076969042788;RECEIVED
7;0;-104.379908075006;18.650991794913438;370.688;10;125;14;868300000;868300000;550.3180898353243;9.31126157523423;RECEIVED
44;0;-126.11433777626232;-3.08343790634288;185.344;10;250;14;867300000;867300000;1166.3297132457872;4.655630787617115;RECEIVED
87;0;-112.23430345675112;10.796596413168317;329.728;12;500;14;867900000;867900000;710.7460868692841;8.282392892887906;RECEIVED
47;0;-110.63941014553355;12.391489724385892;46.336;9;500;14;868300000;868300000;1152.1128416956387;1.1639076969042788;RECEIVED
66;0;-121.14503037340458;1.8858694965148572;14.144000000000002;7;500;14;868300000;868300000;1452.8816194033154;0.35528121687271497;LOST
38;0;-123.51134917285765;-0.48044930293821153;28.288000000000004;7;250;14;867900000;867900000;1640.6696803439747;0.7105624337454299;RECEIVED
82;0;-120.32710160162438;2.70379826829506;659.456;12;250;14;867900000;867900000;355.0;16.56478578577581;RECEIVED
77;0;-102.52552625474304;20.505373615176396;92.672;10;500;14;867100000;867100000;1128.02171964905;2.3278153938085575;RECEIVED
75;0;-125.25590376982564;-2.2250038999061985;329.728;11;250;14;867900000;867900000;1574.9298397071534;8.282392892887906;RECEIVED
49;0;-115.81631656424423;7.214583305675205;51.456;8;250;14;868500000;868500000;1324.5667216112595;1.2925162821975693;RECEIVED
56;0;-124.34825516648104;-1.317355296561601;28.288000000000004;7;250;14;868300000;868300000;1737.4199262124284;0.7105624337454299;LOST
71;0;-114.39717468196034;8.6337251879591;741.376;11;125;14;868100000;868100000;659.9401488013895;18.62252315046846;RECEIVED
78;0;-96.30345561904251;26.72744425087693;56.57600000000001;7;125;14;867900000;867900000;1112.96046650364;1.4211248674908599;RECEIVED
68;0;-120.32286067751895;2.7080391924004914;329.728;12;500;14;868500000;868500000;1551.684568461;8.282392892887906;RECEIVED
47;0;-106.72812100101405;16.302778868905392;14.144000000000002;7;500;14;867700000;867700000;1152.1128416956387;0.35528121687271497;RECEIVED
31;0;-112.48731719979375;10.543582670125687;56.57600000000001;7;125;14;867300000;867300000;1009.7573966057391;1.4211248674908599;RECEIVED
43;0;-91.78394243848582;31.246957431433614;92.672;9;250;14;867500000;867500000;347.8807266866045;2.3278153938085575;RECEIVED
61;0;-125.52725139578251;-2.4963515258630764;659.456;12;250;14;867100000;867100000;1391.0370232312296;16.56478578577581;RECEIVED
27;0;-138.8799017676842;-15.849001897764765;185.344;9;125;14;868500000;868500000;1821.160344395847;4.655630787617115;LOST
5;0;-103.07000649669462;19.96089337322482;102.912;8;125;14;867500000;867500000;346.10114128676315;2.5850325643951386;RECEIVED
32;0;-103.42470520698595;19.60619466293349;185.344;10;250;14;867300000;867300000;616.1371600544801;4.655630787617115;RECEIVED
80;0;-116.28469697988362;6.746202890035818;659.456;12;250;14;867700000;867700000;1032.3376385659878;16.56478578577581;RECEIVED
52;0;-120.59265884687719;2.438241023042252;741.376;11;125;14;867700000;867700000;1426.6972348750103;18.62252315046846;RECEIVED
76;0;-123.490575065596;-0.4596751956765672;164.864;11;500;14;867100000;867100000;1466.1272113974285;4.141196446443953;RECEIVED
23;0;-116.10715434668475;6.923745523234686;164.864;11;500;14;868500000;868500000;1618.79615764308;4.141196446443953;RECEIVED
18;0;-119.81484418267644;3.2160556872429993;185.344;10;250;14;867700000;867700000;1730.353143147375;4.655630787617115;RECEIVED
9;0;-116.86029467650329;6.170605193416151;329.728;12;500;14;868100000;868100000;1978.2355774780717;8.282392892887906;RECEIVED
64;0;-110.51034942708701;12.52055044283243;102.912;8;125;14;868500000;868500000;1222.5207564700077;2.5850325643951386;RECEIVED
13;0;-112.30767542065786;10.72322444926158;370.688;10;125;14;868500000;868500000;1034.8511970326942;9.31126157523423;RECEIVED
10;0;-119.37405969423742;3.656840175682021;14.144000000000002;7;500;14;868100000;868100000;1906.2470983584474;0.35528121687271497;RECEIVED
64;0;-132.09311360553048;-9.062213735611039;102.912;8;125;14;868300000;868300000;1222.5207564700077;2.5850325643951386;LOST
27;0;-121.71970953290122;1.3111903370182176;185.344;10;250;14;867300000;867300000;1821.160344395847;4.655630787617115;RECEIVED
97;0;-115.93872072116184;7.0921791487575945;329.728;11;250;14;867100000;867100000;1919.6856513502412;8.282392892887906;RECEIVED
34;0;-122.84149488839;0.1894049815294352;102.912;8;125;14;868500000;868500000;1120.9442448221946;2.5850325643951386;RECEIVED
33;0;-120.87547958801355;2.15542028190589;14.144000000000002;7;500;14;867700000;867700000;1716.6391583556517;0.35528121687271497;LOST
5;0;-102.19063835277359;20.840261517145848;25.728;8;500;14;868500000;868500000;346.10114128676315;0.6462581410987847;RECEIVED
16;0;-108.05459232354184;14.976307546377598;51.456;8;250;14;868300000;868300000;547.2988214860325;1.2925162821975693;RECEIVED
70;0;-112.73030472525112;10.300595144668321;164.864;11;500;14;867900000;867900000;1818.3443018306516;4.141196446443953;RECEIVED
16;0;-107.97027405402017;15.060625815899272;185.344;10;250;14;867300000;867300000;547.2988214860325;4.655630787617115;RECEIVED
52;0;-115.98980426078668;7.0410956091327535;370.688;10;125;14;868500000;868500000;1426.6972348750103;9.31126157523423;RECEIVED
29;0;-90.5961802177578;32.43471965216163;102.912;8;125;14;867700000;867700000;705.443123150265;2.5850325643951386;RECEIVED
79;0;-114.24645466322283;8.784445206696603;14.144000000000002;7;500;14;867300000;867300000;1373.5330356420263;0.35528121687271497;RECEIVED
13;0;-121.52242932653255;1.508470543386892;370.688;10;125;14;867700000;867700000;1034.8511970326942;9.31126157523423;RECEIVED
75;0;-112.22720435668973;10.803695513229712;370.688;10;125;14;867100000;867100000;1574.9298397071534;9.31126157523423;RECEIVED
5;0;-93.27810433633441;29.75279553358503;164.864;11;500;14;867700000;867700000;346.10114128676315;4.141196446443953;RECEIVED
68;0;-123.90220039984783;-0.8713005299283907;370.688;10;125;14;867700000;867700000;1551.684568461;9.31126157523423;RECEIVED
64;0;-115.21019253245663;7.820707337462807;659.456;12;250;14;867900000;867900000;1222.5207564700077;16.56478578577581;RECEIVED
52;0;-111.07808367852552;11.952816191393921;102.912;8;125;14;867700000;867700000;1426.6972348750103;2.5850325643951386;RECEIVED
51;0;-125.37198429347521;-2.3410844235557704;741.376;11;125;14;868100000;868100000;1437.2769392152647;18.62252315046846;RECEIVED
36;0;-120.28563426568917;2.745265604230269;185.344;9;125;14;867700000;867700000;1601.5773474921527;4.655630787617115;RECEIVED
71;0;-108.23588564446266;14.795014225456782;14.144000000000002;7;500;14;868300000;868300000;659.9401488013895;0.35528121687271497;RECEIVED
99;0;-110.24652389157977;12.784375978339668;102.912;8;125;14;867100000;867100000;1235.4031730572817;2.5850325643951386;RECEIVED
60;0;-129.9341086706869;-6.903208800767459;164.864;11;500;14;868100000;868100000;1368.5148884831324;4.141196446443953;LOST
49;0;-107.86805636250136;15.162843507418074;329.728;12;500;14;868100000;868100000;1324.5667216112595;8.282392892887906;RECEIVED
3;0;-123.72476363498453;-0.693863765065089;92.672;9;250;14;867300000;867300000;1752.0653526623942;2.3278153938085575;RECEIVED
26;0;-123.56564302739457;-0.534743157475134;185.344;9;125;14;868100000;868100000;1413.6849012421403;4.655630787617115;RECEIVED
32;0;-113.36674027428774;9.664159595631702;92.672;10;500;14;868300000;868300000;616.1371600544801;2.3278153938085575;RECEIVED
90;0;-122.18698785959361;0.8439120103258233;56.57600000000001;7;125;14;867300000;867300000;1557.48418932585;1.4211248674908599;RECEIVED
61;0;-105.56123436233362;17.469665507585816;51.456;8;250;14;868500000;868500000;1391.0370232312296;1.2925162821975693;RECEIVED
42;0;-115.83852400926403;7.192375860655403;741.376;11;125;14;868300000;868300000;1395.8198307804628;18.62252315046846;RECEIVED
76;0;-122.55703507156323;0.4738647983562032;92.672;10;500;14;867700000;867700000;1466.1272113974285;2.3278153938085575;RECEIVED
84;0;-112.20479430923669;10.826105560682748;741.376;11;125;14;868500000;868500000;732.5353233803814;18.62252315046846;RECEIVED
65;0;-99.2836426096095;23.747257260309937;185.344;9;125;14;867900000;867900000;461.8679464955324;4.655630787617115;RECEIVED
13;0;-127.43193873627078;-4.4010388663513424;28.288000000000004;7;250;14;868500000;868500000;1034.8511970326942;0.7105624337454299;LOST
77;0;-116.95865548312506;6.072244386794381;370.688;10;125;14;867500000;867500000;1128.02171964905;9.31126157523423;RECEIVED
52;0;-115.67414588004104;7.356753989878399;164.864;11;500;14;867700000;867700000;1426.6972348750103;4.141196446443953;RECEIVED
15;0;-111.7088579571034;11.322041912816033;56.57600000000001;7;125;14;867700000;867700000;1908.8470342067749;1.4211248674908599;RECEIVED
68;0;-109.51400331909934;13.516896550820093;25.728;8;500;14;867500000;867500000;1551.684568461;0.6462581410987847;RECEIVED
12;0;-101.8890184230444;21.141881446875033;102.912;8;125;14;868100000;868100000;1768.2086980896797;2.5850325643951386;RECEIVED
77;0;-98.25137264274804;24.7795272271714;741.376;11;125;14;868100000;868100000;1128.02171964905;18.62252315046846;RECEIVED
32;0;-124.80605873327616;-1.7751588633567223;46.336;9;500;14;868100000;868100000;616.1371600544801;1.1639076969042788;RECEIVED
6;0;-108.86824430039134;14.162655569528098;329.728;11;250;14;867700000;867700000;1275.5547812618634;8.282392892887906;RECEIVED
29;0;-117.94056933975233;5.090330530167108;370.688;10;125;14;868100000;868100000;705.443123150265;9.31126157523423;RECEIVED
75;0;-120.16598001269708;2.864919857222361;25.728;8;500;14;867100000;867100000;1574.9298397071534;0.6462581410987847;RECEIVED
40;0;-118.727725468563;4.3031744013564435;329.728;11;250;14;868500000;868500000;1233.2497719440291;8.282392892887906;RECEIVED
24;0;-106.17424707382914;16.8566527960903;741.376;11;125;14;867700000;867700000;1824.7325831474595;18.62252315046846;RECEIVED
75;0;-107.18327196290255;15.847627907016886;46.336;9;500;14;867700000;867700000;1574.9298397071534;1.1639076969042788;RECEIVED
93;0;-119.36828089813605;3.662618971783388;56.57600000000001;7;125;14;867300000;867300000;1738.2865126324832;1.4211248674908599;RECEIVED
33;0;-121.13377601239895;1.8971238575204836;102.912;8;125;14;868100000;868100000;1716.6391583556517;2.5850325643951386;RECEIVED
14;0;-117.36890938137395;5.661990488545484;92.672;9;250;14;867500000;867500000;660.7056833416827;2.3278153938085575;RECEIVED
36;0;-108.97996161605418;14.050938253865255;370.688;10;125;14;867500000;867500000;1601.5773474921527;9.31126157523423;RECEIVED
