node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS;ROLE
88;0;-115.95620941842739;7.074690451492046;14.144000000000002;7;500;14;867300000;867300000;1938.0428271841672;0.35528121687271497;RECEIVED;CM
69;0;-109.49142684544007;13.539473024479364;659.456;12;250;14;867100000;867100000;1988.0085512894557;16.56478578577581;RECEIVED;CM
38;0;-105.72538501552843;17.305514854391006;14.144000000000002;7;500;14;867100000;867100000;1227.1275402336955;0.35528121687271497;RECEIVED;CM
89;0;-101.00907008198946;22.021829787929974;164.864;11;500;14;867700000;867700000;1973.7033718368118;4.141196446443953;RECEIVED;CM
87;0;-109.56156402195192;13.469335847967514;92.672;9;250;14;868500000;868500000;832.7160380345751;2.3278153938085575;RECEIVED;CM
71;0;-127.71353520166167;-4.682635331742233;164.864;11;500;14;868500000;868500000;1327.8407284008124;4.141196446443953;RECEIVED;CM
63;0;-115.97172837181768;7.059171498101762;46.336;9;500;14;867100000;867100000;1761.476653265663;1.1639076969042788;RECEIVED;CM
53;0;-120.48115821223422;2.5497416576852174;92.672;10;500;14;867100000;867100000;1393.7808292554464;2.3278153938085575;RECEIVED;CM
39;0;-117.34137255412259;5.689527315796852;28.288000000000004;7;250;14;867900000;867900000;1722.6830817071375;0.7105624337454299;RECEIVED;CM
94;0;-100.19881612960226;22.832083740317174;164.864;11;500;14;868500000;868500000;1260.6256383240823;4.141196446443953;RECEIVED;CM
77;0;-118.08218725441961;4.948712615499829;370.688;10;125;14;867100000;867100000;1537.6309700314962;9.31126157523423;RECEIVED;CM
44;0;-116.07651559764508;6.954384272274353;329.728;11;250;14;867700000;867700000;1566.3234021108158;8.282392892887906;RECEIVED;CH
87;0;-121.41905400308775;1.6118458668316862;92.672;10;500;14;867900000;867900000;832.7160380345751;2.3278153938085575;RECEIVED;CM
66;0;-106.60495102836568;16.425948841553762;51.456;8;250;14;867100000;867100000;979.5228430210293;1.2925162821975693;RECEIVED;CM
17;0;-110.48158567490833;12.549314195011107;25.728;8;500;14;867700000;867700000;911.2502400548381;0.6462581410987847;RECEIVED;CM
36;0;-112.86059205593335;10.170307813986085;14.144000000000002;7;500;14;868500000;868500000;994.8311414506484;0.35528121687271497;RECEIVED;CH
97;0;-113.00418726310801;10.02671260681143;92.672;10;500;14;867300000;867300000;1591.860546656019;2.3278153938085575;RECEIVED;CM
92;0;-115.21498607722918;7.815913792690253;51.456;8;250;14;868300000;868300000;1550.3322224607214;1.2925162821975693;RECEIVED;CM
95;0;-117.79150988706581;5.2393899828536235;14.144000000000002;7;500;14;867500000;867500000;633.5053275229815;0.35528121687271497;RECEIVED;CM
63;0;-115.86036519005091;7.170534679868524;1318.912;12;125;14;867900000;867900000;1761.476653265663;33.12957157155162;RECEIVED;CM
14;0;-114.54319344115945;8.487706428759992;1318.912;12;125;14;868100000;868100000;1847.5456692596263;33.12957157155162;RECEIVED;CM
