node_id,x,y,cluster_id,role,residual_energy_J,alive
72,-573,-351,0,CM,0.904256,YES
0,-284,-1928,0,CM,0.42204,YES
1,1202,-978,0,CM,0.541876,YES
2,-406,411,0,CM,0.857844,YES
3,-1092,1073,0,CM,0.648651,YES
4,-182,285,0,CM,0.888213,YES
5,1042,596,0,CM,0.876221,YES
6,426,-1061,0,CM,0.698031,YES
7,-1846,207,0,CM,0.653733,YES
8,-44,390,0,CM,0.868918,YES
9,1471,571,0,CM,0.708017,YES
10,-725,-894,0,CM,0.72693,YES
11,-1090,-343,0,CM,0.831852,YES
12,1713,744,0,CM,0.601083,YES
13,952,1071,0,CM,0.769135,YES
14,182,168,0,CH,0.839917,YES
15,-1684,958,0,CM,0.457896,YES
16,1208,174,0,CM,0.86221,YES
17,-136,-1226,0,CM,0.703117,YES
18,-1693,117,0,CM,0.672926,YES
19,722,-448,0,CM,0.879059,YES
20,1074,1142,0,CM,0.612492,YES
21,-77,-426,0,CM,0.838373,YES
22,1474,443,0,CM,0.754664,YES
23,234,-378,0,CM,0.848813,YES
24,-801,-225,0,CM,0.868941,YES
25,1058,-309,0,CM,0.805343,YES
26,-82,-613,0,CM,0.829546,YES
27,1471,1110,0,CM,0.65372,YES
28,1228,1085,0,CM,0.590433,YES
29,1483,522,0,CM,0.710009,YES
30,1338,619,0,CM,0.78591,YES
31,-1163,761,0,CM,0.76786,YES
32,-688,-37,0,CM,0.851061,YES
33,-772,-260,0,CM,0.856823,YES
34,-1208,-613,0,CM,0.69995,YES
35,1042,157,0,CM,0.806126,YES
36,-688,1617,0,CM,0.631332,YES
37,1100,-435,0,CM,0.66508,YES
38,1962,362,0,CM,0.65222,YES
39,-1532,-999,0,CM,0.407169,YES
40,-666,-429,0,CM,0.874383,YES
41,-1144,-204,0,CM,0.727475,YES
42,276,-1368,0,CM,0.582239,YES
43,-1269,539,0,CM,0.733119,YES
44,-292,258,0,CM,0.898239,YES
45,-41,-616,0,CM,0.834354,YES
46,191,-1755,0,CM,0.269182,YES
47,-633,-1158,0,CM,0.712347,YES
48,1196,130,0,CM,0.859678,YES
49,1277,1464,0,CM,0.584232,YES
50,-666,457,0,CM,0.854885,YES
51,1054,1410,0,CM,0.607092,YES
52,-1653,310,0,CM,0.338769,YES
53,1314,-200,0,CM,0.747275,YES
54,-81,1342,0,CM,0.567623,YES
55,-2,541,0,CM,0.84372,YES
56,-1276,299,0,CM,0.73121,YES
57,-945,171,0,CM,0.787661,YES
58,-415,1786,0,CM,0.523685,YES
59,739,-244,0,CM,0.88672,YES
60,-364,-339,0,CM,0.873707,YES
61,-891,1132,0,CM,0.678787,YES
62,-359,-374,0,CM,0.874142,YES
63,-590,1243,0,CM,0.664717,YES
64,914,594,0,CM,0.849766,YES
65,1831,352,0,CM,0.58233,YES
66,-1432,1029,0,CM,0.49784,YES
67,-989,506,0,CM,0.759411,YES
68,-702,1054,0,CM,0.746726,YES
69,283,-410,0,CM,0.845199,YES
70,-73,1201,0,CM,0.734451,YES
71,957,-63,0,CM,0.84917,YES
73,-1266,-693,0,CM,0.73812,YES
74,613,-1297,0,CM,0.545717,YES
75,-27,-1154,0,CM,0.729469,YES
76,1205,-312,0,CM,0.792879,YES
77,524,-512,0,CM,0.853242,YES
78,-1192,503,0,CM,0.732813,YES
79,-718,-859,0,CM,0.739651,YES
80,-404,-1119,0,CM,0.670015,YES
81,426,-1831,0,CM,0.440099,YES
82,-1033,883,0,CM,0.601038,YES
83,1185,714,0,CM,0.803,YES
84,-1347,340,0,CM,0.740254,YES
85,276,1944,0,CM,0.417889,YES
86,-1757,446,0,CM,0.597965,YES
87,-866,-1276,0,CM,0.626923,YES
88,1321,-258,0,CM,0.810916,YES
89,766,-467,0,CM,0.82162,YES
90,448,-398,0,CM,0.857437,YES
91,1478,-1249,0,CM,0.449183,YES
92,-621,-379,0,CM,0.901299,YES
93,-365,-975,0,CM,0.795204,YES
94,-1574,-370,0,CM,0.643842,YES
95,1454,-1014,0,CM,0.589026,YES
96,711,1392,0,CM,0.62828,YES
97,551,622,0,CM,0.782481,YES
98,1077,523,0,CM,0.851577,YES
99,-872,476,0,CM,0.824777,YES
