node_id,x,y,cluster_id,role,residual_energy_J,alive
126,140,316,0,CH,0.945064,YES
0,-18,-1244,0,CM,0.703459,YES
1,1803,-240,0,CM,0.583576,YES
2,350,53,0,CM,0.930047,YES
3,426,592,0,CM,0.934685,YES
4,937,1310,0,CM,0.730353,YES
5,-741,237,0,CM,0.855365,YES
6,-1561,-1164,0,CM,0.208322,YES
7,-1111,-601,0,CM,0.633488,YES
8,71,1354,0,CM,0.797242,YES
9,-97,-759,0,CM,0.802285,YES
10,1833,778,0,CM,0.613249,YES
11,-367,-1784,0,CM,0.427795,YES
12,227,-905,0,CM,0.797825,YES
13,886,-1339,0,CM,0.629245,YES
14,1067,-156,0,CM,0.829396,YES
15,347,788,0,CM,0.907425,YES
16,1509,-656,0,CM,0.659314,YES
17,311,1542,0,CM,0.728336,YES
18,746,-623,0,CM,0.800652,YES
19,-230,-298,0,CM,0.875487,YES
20,810,1036,0,CM,0.810008,YES
21,-1779,577,0,CM,0.511855,YES
22,690,-1312,0,CM,0.662556,YES
23,-1347,1068,0,CM,0.665696,YES
24,-993,-1327,0,CM,0.45451,YES
25,-414,-1190,0,CM,0.661889,YES
26,-224,-334,0,CM,0.869659,YES
27,-1525,-544,0,CM,0.45046,YES
28,1310,533,0,CM,0.801099,YES
29,-720,112,0,CM,0.857089,YES
30,750,-3,0,CM,0.891618,YES
31,-367,-79,0,CM,0.900663,YES
32,-1134,-588,0,CM,0.629915,YES
33,-782,-892,0,CM,0.657466,YES
34,214,87,0,CM,0.942501,YES
35,407,430,0,CM,0.9463,YES
36,-584,789,0,CM,0.847253,YES
37,-1695,729,0,CM,0.552499,YES
38,1543,-5,0,CM,0.7304,YES
39,225,1097,0,CM,0.857441,YES
40,169,1206,0,CM,0.830473,YES
41,296,-375,0,CM,0.8642,YES
42,-409,246,0,CM,0.901882,YES
43,153,-1240,0,CM,0.715127,YES
44,1265,1307,0,CM,0.653779,YES
45,673,-1173,0,CM,0.709001,YES
46,546,1319,0,CM,0.785169,YES
47,683,1795,0,CM,0.577056,YES
48,881,268,0,CM,0.873762,YES
49,-1723,510,0,CM,0.545658,YES
50,853,-1606,0,CM,0.519822,YES
51,-1129,1501,0,CM,0.570563,YES
52,-646,-228,0,CM,0.832755,YES
53,912,-532,0,CM,0.793726,YES
54,70,1903,0,CM,0.612408,YES
55,-113,872,0,CM,0.892816,YES
56,625,321,0,CM,0.920937,YES
57,-485,928,0,CM,0.84151,YES
58,-502,-22,0,CM,0.887188,YES
59,1337,-810,0,CM,0.684035,YES
60,-584,-1599,0,CM,0.46883,YES
61,-906,915,0,CM,0.788521,YES
62,135,-1766,0,CM,0.488146,YES
63,1164,1348,0,CM,0.663089,YES
64,-973,-141,0,CM,0.768347,YES
65,-601,185,0,CM,0.873791,YES
66,757,-861,0,CM,0.76828,YES
67,-197,-657,0,CM,0.809138,YES
68,21,-1108,0,CM,0.743567,YES
69,-556,-912,0,CM,0.695633,YES
70,-391,-825,0,CM,0.746447,YES
71,1429,565,0,CM,0.778325,YES
72,-837,-194,0,CM,0.799387,YES
73,1506,213,0,CM,0.760103,YES
74,-1551,1023,0,CM,0.596213,YES
75,-806,1312,0,CM,0.721211,YES
76,-277,-1750,0,CM,0.462312,YES
77,1390,296,0,CM,0.789151,YES
78,718,753,0,CM,0.869542,YES
79,594,1801,0,CM,0.586024,YES
80,-1545,398,0,CM,0.634811,YES
81,-220,1806,0,CM,0.639024,YES
82,-1444,764,0,CM,0.661899,YES
83,-435,-1772,0,CM,0.418854,YES
84,-752,797,0,CM,0.823797,YES
85,976,-602,0,CM,0.777329,YES
86,71,1793,0,CM,0.66107,YES
87,-109,-863,0,CM,0.781342,YES
88,-78,-103,0,CM,0.910095,YES
89,1368,247,0,CM,0.79286,YES
90,1241,583,0,CM,0.809191,YES
91,-595,1749,0,CM,0.593722,YES
92,1281,-1099,0,CM,0.621255,YES
93,779,-1505,0,CM,0.575079,YES
94,279,-33,0,CM,0.926848,YES
95,-1242,-258,0,CM,0.66668,YES
96,-347,-1716,0,CM,0.469148,YES
97,-24,-771,0,CM,0.808252,YES
98,-315,944,0,CM,0.859755,YES
99,114,817,0,CM,0.915095,YES
100,-1337,1228,0,CM,0.625983,YES
101,-1418,-68,0,CM,0.636092,YES
102,-1595,729,0,CM,0.600385,YES
103,276,-1423,0,CM,0.650633,YES
104,-691,-1212,0,CM,0.593989,YES
105,215,43,0,CM,0.939352,YES
106,-1834,432,0,CM,0.479261,YES
107,-351,-376,0,CM,0.849783,YES
108,823,-1474,0,CM,0.584513,YES
109,-1445,1138,0,CM,0.614055,YES
110,46,-1925,0,CM,0.389631,YES
111,1284,-1499,0,CM,0.463577,YES
112,-1113,47,0,CM,0.754188,YES
113,-483,-1265,0,CM,0.624709,YES
114,1661,-502,0,CM,0.615769,YES
115,-508,-701,0,CM,0.746633,YES
116,164,336,0,CM,0.949336,YES
117,-1213,1071,0,CM,0.702765,YES
118,1412,-28,0,CM,0.766493,YES
119,282,-1828,0,CM,0.447607,YES
120,-62,1095,0,CM,0.85202,YES
121,-792,1298,0,CM,0.728211,YES
122,59,-1504,0,CM,0.613916,YES
123,409,1017,0,CM,0.860569,YES
124,1228,315,0,CM,0.817365,YES
125,247,-852,0,CM,0.806774,YES
127,1378,1350,0,CM,0.614454,YES
128,493,-107,0,CM,0.896591,YES
129,1291,584,0,CM,0.80391,YES
130,-762,-1151,0,CM,0.597374,YES
131,-367,349,0,CM,0.902745,YES
132,214,426,0,CM,0.947016,YES
133,-28,-419,0,CM,0.858916,YES
134,804,-97,0,CM,0.875745,YES
135,415,-1552,0,CM,0.591218,YES
136,1309,785,0,CM,0.780767,YES
137,294,1356,0,CM,0.790235,YES
138,-1855,587,0,CM,0.46508,YES
139,1747,768,0,CM,0.656062,YES
140,-128,1990,0,CM,0.557375,YES
141,337,-1099,0,CM,0.754627,YES
142,220,-1632,0,CM,0.558568,YES
143,-397,1878,0,CM,0.572636,YES
144,75,-860,0,CM,0.802162,YES
145,-545,1499,0,CM,0.701694,YES
146,222,1870,0,CM,0.614366,YES
147,429,1222,0,CM,0.817372,YES
148,793,-1168,0,CM,0.691507,YES
149,548,-217,0,CM,0.875575,YES
150,-838,-1018,0,CM,0.616416,YES
151,-584,-723,0,CM,0.722431,YES
152,-587,-46,0,CM,0.868267,YES
153,1108,1554,0,CM,0.603485,YES
154,1426,-1399,0,CM,0.464503,YES
155,-1534,259,0,CM,0.633772,YES
156,-1035,89,0,CM,0.782127,YES
157,-387,-1275,0,CM,0.639451,YES
158,1211,-205,0,CM,0.801168,YES
159,-654,-329,0,CM,0.809693,YES
160,741,-393,0,CM,0.83356,YES
161,1240,1413,0,CM,0.618309,YES
162,18,964,0,CM,0.887892,YES
163,1511,-1086,0,CM,0.556166,YES
164,402,-834,0,CM,0.802226,YES
165,1709,-693,0,CM,0.568063,YES
166,-1124,1047,0,CM,0.727304,YES
167,-511,-7,0,CM,0.88651,YES
168,-350,-430,0,CM,0.838516,YES
169,192,-1341,0,CM,0.684237,YES
170,458,383,0,CM,0.941732,YES
171,-380,523,0,CM,0.896454,YES
172,1220,-721,0,CM,0.723485,YES
173,-1026,-1300,0,CM,0.452499,YES
174,-439,268,0,CM,0.895896,YES
175,-63,1601,0,CM,0.724649,YES
176,-137,-1535,0,CM,0.579455,YES
177,-354,784,0,CM,0.88016,YES
178,487,-959,0,CM,0.778554,YES
179,-1406,682,0,CM,0.675414,YES
180,1609,-560,0,CM,0.633848,YES
181,786,-1521,0,CM,0.568094,YES
182,1650,970,0,CM,0.652931,YES
183,-1145,1636,0,CM,0.49293,YES
184,-723,-1130,0,CM,0.613655,YES
185,674,121,0,CM,0.911705,YES
186,-84,-1852,0,CM,0.429071,YES
187,-1383,-666,0,CM,0.499788,YES
188,509,847,0,CM,0.878405,YES
189,648,-1008,0,CM,0.755205,YES
190,-508,-1303,0,CM,0.607654,YES
191,34,-1096,0,CM,0.74788,YES
192,-1466,1060,0,CM,0.625097,YES
193,-1960,12,0,CM,0.34281,YES
194,592,-1547,0,CM,0.578145,YES
195,-41,1738,0,CM,0.68132,YES
196,336,-158,0,CM,0.900094,YES
197,1240,-1071,0,CM,0.638065,YES
198,1898,525,0,CM,0.600323,YES
199,1069,-239,0,CM,0.822428,YES
