node_id,x,y,cluster_id,role,residual_energy_J,alive
169,-870,1724,2,CM,0.985046,YES
178,60,1426,2,CM,0.999573,YES
180,623,1709,2,CM,0.988082,YES
183,-317,1271,2,CM,0.998568,YES
191,-850,1438,2,CM,0.987938,YES
193,-76,1383,2,CH,0.961214,YES
0,832,-1475,3,CM,0.995425,YES
1,1129,-461,3,CM,0.985649,YES
2,1389,-621,3,CM,0.98183,YES
6,1180,-454,3,CM,0.984254,YES
23,356,-963,3,CM,0.998874,YES
25,699,-223,3,CM,0.984716,YES
26,528,-1805,3,CM,0.989595,YES
29,782,-637,3,CM,0.994953,YES
36,809,-1349,3,CM,0.997316,YES
44,250,-463,3,CM,0.990357,YES
52,1103,-440,3,CM,0.985697,YES
53,312,-1961,3,CM,0.983432,YES
54,321,-1855,3,CM,0.987008,YES
59,271,-752,3,CM,0.996126,YES
61,819,-582,3,CM,0.993547,YES
68,694,-1754,3,CM,0.990653,YES
69,366,-1884,3,CM,0.986482,YES
75,706,-302,3,CM,0.987274,YES
82,558,-1677,3,CM,0.992971,YES
84,557,-1085,3,CH,0.969724,YES
96,844,-823,3,CM,0.99696,YES
97,405,-1293,3,CM,0.998653,YES
99,323,-223,3,CM,0.984024,YES
101,887,-1673,3,CM,0.990887,YES
105,518,-747,3,CM,0.997665,YES
107,1658,-1081,3,CM,0.975736,YES
108,934,-897,3,CM,0.996431,YES
114,1409,-1307,3,CM,0.984476,YES
116,790,-1322,3,CM,0.997771,YES
123,229,-452,3,CM,0.989815,YES
128,1663,-1098,3,CM,0.975512,YES
132,418,-1893,3,CM,0.986536,YES
136,855,-249,3,CM,0.984226,YES
139,427,-230,3,CM,0.985021,YES
149,624,-1643,3,CM,0.993663,YES
150,1023,-552,3,CM,0.989955,YES
154,498,-1054,3,CM,0.999891,YES
157,629,-1574,3,CM,0.995094,YES
160,1007,-1183,3,CM,0.995738,YES
162,383,-1222,3,CM,0.998999,YES
163,764,-1364,3,CM,0.997566,YES
164,82,-1979,3,CM,0.979483,YES
175,681,-752,3,CM,0.997455,YES
177,231,-562,3,CM,0.992384,YES
188,457,-1261,3,CM,0.99916,YES
189,1608,-1143,3,CM,0.977821,YES
199,749,-408,3,CM,0.990076,YES
4,1707,58,4,CM,0.991007,YES
7,760,690,4,CM,0.992889,YES
13,503,515,4,CM,0.985318,YES
15,1480,805,4,CM,0.999012,YES
16,1392,476,4,CM,0.999498,YES
17,1725,704,4,CM,0.997076,YES
24,661,373,4,CM,0.98915,YES
31,1495,728,4,CM,0.999363,YES
34,1352,626,4,CH,0.955132,YES
37,1300,1424,4,CM,0.98719,YES
39,680,13,4,CM,0.983433,YES
41,812,892,4,CM,0.992733,YES
42,863,403,4,CM,0.994203,YES
48,1090,257,4,CM,0.995884,YES
50,1383,971,4,CM,0.99758,YES
62,610,315,4,CM,0.987034,YES
70,929,348,4,CM,0.994856,YES
71,845,756,4,CM,0.994501,YES
73,1347,-298,4,CM,0.982904,YES
79,435,625,4,CM,0.983162,YES
80,1705,714,4,CM,0.997333,YES
85,1431,1262,4,CM,0.991765,YES
88,763,1153,4,CM,0.987487,YES
89,1077,1396,4,CM,0.98661,YES
91,1606,-385,4,CM,0.978247,YES
93,840,1208,4,CM,0.987963,YES
95,1588,351,4,CM,0.997354,YES
98,1638,-62,4,CM,0.988877,YES
110,1431,680,4,CM,0.999797,YES
120,976,322,4,CM,0.995304,YES
125,1687,784,4,CM,0.997236,YES
126,1124,1336,4,CM,0.988858,YES
140,1370,1336,4,CM,0.989892,YES
141,1172,63,4,CM,0.992993,YES
143,1945,-45,4,CM,0.983942,YES
147,419,282,4,CM,0.980204,YES
170,1205,-51,4,CM,0.990381,YES
185,1875,168,4,CM,0.990314,YES
186,1843,775,4,CM,0.994714,YES
187,1989,184,4,CM,0.987957,YES
195,1888,266,4,CM,0.991642,YES
198,649,589,4,CM,0.990068,YES
