node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS
21;0;-119.85735576253322;3.1735441073862205;46.336;9;500;14;867300000;867300000;4916.362984971716;1.1639076969042788;RECEIVED
35;0;-130.1968892159058;-7.165989345986361;56.57600000000001;7;125;14;868500000;868500000;3806.6963367203325;1.4211248674908599;LOST
80;0;-118.98653948781373;4.044360382105708;14.144000000000002;7;500;14;868500000;868500000;4698.658212724139;0.35528121687271497;RECEIVED
92;0;-132.73691497199164;-9.7060151020722;46.336;9;500;14;867300000;867300000;4654.802358854778;1.1639076969042788;LOST
44;0;-136.86843620396647;-13.83753633404703;46.336;9;500;14;867500000;867500000;3508.121434614258;1.1639076969042788;LOST
22;0;-124.48707417752115;-1.4561743076017137;25.728;8;500;14;868300000;868300000;2238.8233516738205;0.6462581410987847;LOST
14;0;-125.08997735292695;-2.0590774830075134;92.672;10;500;14;868300000;868300000;3331.324811542699;2.3278153938085575;RECEIVED
96;0;-111.1046393899393;11.926260479980144;164.864;11;500;14;867100000;867100000;1288.7920701183725;4.141196446443953;RECEIVED
19;0;-136.28104773022596;-13.250147860306527;56.57600000000001;7;125;14;868300000;868300000;4837.880734371198;1.4211248674908599;LOST
21;0;-139.78371233505078;-16.752812465131342;56.57600000000001;7;125;14;867100000;867100000;4916.362984971716;1.4211248674908599;LOST
49;0;-119.44407307886152;3.5868267910579164;185.344;10;250;14;867100000;867100000;2361.7808958495707;4.655630787617115;RECEIVED
18;0;-119.27454190500757;3.756357964911871;185.344;9;125;14;868300000;868300000;1803.92932234054;4.655630787617115;RECEIVED
11;0;-122.45466608886224;0.5762337810571978;659.456;12;250;14;868100000;868100000;2736.973511015406;16.56478578577581;RECEIVED
8;0;-117.47668236456155;5.554217505357883;741.376;11;125;14;867100000;867100000;3600.8554539164716;18.62252315046846;RECEIVED
93;0;-119.32083581198705;3.710064057932385;14.144000000000002;7;500;14;868100000;868100000;3236.5614469680627;0.35528121687271497;RECEIVED
34;0;-127.71253521110685;-4.681635341187416;56.57600000000001;7;125;14;867100000;867100000;2432.8799805991252;1.4211248674908599;LOST
84;0;-111.56285192547956;11.468047944439874;741.376;11;125;14;868300000;868300000;858.9959254850979;18.62252315046846;RECEIVED
37;0;-129.30237531010675;-6.2714754401873165;329.728;12;500;14;867300000;867300000;3616.8928654302163;8.282392892887906;RECEIVED
48;0;-111.16664686542431;11.864253004495126;14.144000000000002;7;500;14;868300000;868300000;3168.2652982349823;0.35528121687271497;RECEIVED
95;0;-141.42974218372055;-18.39884231380111;25.728;8;500;14;867100000;867100000;3962.9637898926103;0.6462581410987847;LOST
24;0;-123.29749520001613;-0.2665953300966919;185.344;9;125;14;868500000;868500000;2353.687319930156;4.655630787617115;RECEIVED
37;0;-124.77381216311028;-1.742912293190841;185.344;9;125;14;867700000;867700000;3616.8928654302163;4.655630787617115;RECEIVED
66;0;-121.27882155575142;1.752078314168017;329.728;11;250;14;867700000;867700000;3170.2310641339695;8.282392892887906;RECEIVED
4;0;-134.24331733111717;-11.212417461197731;164.864;11;500;14;867900000;867900000;2922.1404825914856;4.141196446443953;LOST
24;0;-132.9370519476566;-9.906152077737175;185.344;10;250;14;868500000;868500000;2353.687319930156;4.655630787617115;LOST
36;0;-128.2572549131917;-5.226355043272264;92.672;10;500;14;867700000;867700000;4715.756779139484;2.3278153938085575;RECEIVED
3;0;-130.4811325220442;-7.450232652124754;185.344;10;250;14;868500000;868500000;3742.562223931621;4.655630787617115;LOST
43;0;-132.84461994787998;-9.81372007796054;659.456;12;250;14;868500000;868500000;1843.1369997913882;16.56478578577581;LOST
52;0;-116.4480256520113;6.582874217908142;92.672;9;250;14;867100000;867100000;922.9192814108935;2.3278153938085575;RECEIVED
