node_id,x,y,cluster_id,role,residual_energy_J,alive
90,383,-409,0,CH,0.77677,YES
0,-1386,1060,0,CM,0.496283,YES
1,-309,1745,0,CM,0.479926,YES
2,-429,-962,0,CM,0.688295,YES
3,1454,1006,0,CM,0.449761,YES
4,1283,-649,0,CM,0.655172,YES
5,-655,-484,0,CM,0.728391,YES
6,-1070,1485,0,CM,0.482086,YES
7,-1227,874,0,CM,0.595252,YES
8,1583,-339,0,CM,0.567817,YES
9,-1784,183,0,CM,0.317007,YES
10,1255,-1185,0,CM,0.464026,YES
11,-1786,-568,0,CM,0.208935,YES
12,-186,-1088,0,CM,0.64877,YES
13,-911,1411,0,CM,0.566959,YES
14,1204,499,0,CM,0.654147,YES
15,222,-457,0,CM,0.789119,YES
16,-282,-122,0,CM,0.785902,YES
17,-1556,540,0,CM,0.465502,YES
18,-1952,-268,0,CM,0.134818,YES
19,721,806,0,CM,0.710093,YES
20,-465,-735,0,CM,0.73705,YES
21,-279,-1808,0,CM,0.254219,YES
22,1469,949,0,CM,0.465028,YES
23,1252,-637,0,CM,0.664935,YES
24,1891,-13,0,CM,0.387703,YES
25,1339,-1236,0,CM,0.412243,YES
26,1139,-1047,0,CM,0.553591,YES
27,935,1123,0,CM,0.564929,YES
28,-102,-485,0,CM,0.789926,YES
29,-370,658,0,CM,0.778367,YES
30,-453,576,0,CM,0.770164,YES
31,428,-1693,0,CM,0.323218,YES
32,-1524,-1273,0,CM,0.167609,YES
33,-553,-1161,0,CM,0.603789,YES
34,-524,627,0,CM,0.762144,YES
35,-429,1917,0,CM,0.377273,YES
36,740,248,0,CM,0.757389,YES
37,803,-37,0,CM,0.754965,YES
38,-1234,-439,0,CM,0.550391,YES
39,1959,253,0,CM,0.334031,YES
40,-503,1107,0,CM,0.708297,YES
41,1939,14,0,CM,0.354822,YES
42,476,-831,0,CM,0.701012,YES
43,278,992,0,CM,0.723861,YES
44,250,450,0,CM,0.785703,YES
45,469,1277,0,CM,0.607403,YES
46,13,-1803,0,CM,0.27395,YES
47,112,175,0,CM,0.817343,YES
48,-529,-217,0,CM,0.75545,YES
49,553,1342,0,CM,0.564826,YES
50,785,-1765,0,CM,0.187883,YES
51,-1357,1371,0,CM,0.401898,YES
52,175,-463,0,CM,0.790611,YES
53,1585,-623,0,CM,0.546131,YES
54,-1083,-1666,0,CM,0.164919,YES
55,329,1264,0,CM,0.639601,YES
56,-536,1918,0,CM,0.368258,YES
57,-223,1787,0,CM,0.456247,YES
58,317,-1937,0,CM,0.16226,YES
59,-765,-1209,0,CM,0.54525,YES
60,320,836,0,CM,0.752667,YES
61,949,1647,0,CM,0.300506,YES
62,-20,-1052,0,CM,0.659129,YES
63,1207,1069,0,CM,0.509171,YES
64,-388,1961,0,CM,0.349076,YES
65,-1763,888,0,CM,0.31154,YES
66,1558,-1137,0,CM,0.384619,YES
67,-617,723,0,CM,0.750142,YES
68,-677,-1276,0,CM,0.530016,YES
69,-1337,1486,0,CM,0.359416,YES
70,999,-422,0,CM,0.720023,YES
71,-1357,-1198,0,CM,0.307959,YES
72,29,-560,0,CM,0.78211,YES
73,1017,-13,0,CM,0.70138,YES
74,-1121,1271,0,CM,0.539526,YES
75,93,-526,0,CM,0.786176,YES
76,-795,-190,0,CM,0.700775,YES
77,-1225,-387,0,CM,0.554051,YES
78,480,51,0,CM,0.792244,YES
79,-961,-1344,0,CM,0.426499,YES
80,170,-573,0,CM,0.781872,YES
81,1310,569,0,CM,0.619498,YES
82,-481,1645,0,CM,0.52504,YES
83,-102,598,0,CM,0.784706,YES
84,-1621,-27,0,CM,0.387258,YES
85,-1321,339,0,CM,0.556574,YES
86,597,645,0,CM,0.754788,YES
87,1809,762,0,CM,0.34281,YES
88,1345,-798,0,CM,0.601114,YES
89,992,1419,0,CM,0.421668,YES
91,-473,891,0,CM,0.750498,YES
92,-875,1422,0,CM,0.572866,YES
93,-191,-200,0,CM,0.795238,YES
94,-786,885,0,CM,0.714072,YES
95,-1166,-583,0,CM,0.570655,YES
96,-501,1800,0,CM,0.444506,YES
97,-1394,617,0,CM,0.539725,YES
98,-928,-642,0,CM,0.657328,YES
99,420,-590,0,CM,0.768707,YES
