cluster_id,sent,received,lost,collided,PDR,energy_J,bits_per_joule
0,0,0,0,0,0.0,0.0,0.0
1,0,0,0,0,0.0,0.0,0.0
2,0,0,0,0,0.0,0.0,0.0
3,0,0,0,0,0.0,0.0,0.0
4,0,0,0,0,0.0,0.0,0.0
