node_id,x,y,cluster_id,role,residual_energy_J,alive
2,-939,1675,0,CM,0.986061,YES
6,-322,1253,0,CM,0.993224,YES
19,-661,879,0,CM,0.999809,YES
34,-1260,93,0,CM,0.982992,YES
39,-388,672,0,CM,0.996608,YES
41,-980,542,0,CM,0.996892,YES
43,-904,1008,0,CM,0.999092,YES
45,-900,139,0,CM,0.989087,YES
48,-529,1129,0,CM,0.99756,YES
52,-1838,665,0,CM,0.975616,YES
57,-340,723,0,CM,0.996199,YES
60,-1710,965,0,CM,0.981413,YES
68,-311,-34,0,CM,0.980034,YES
75,-236,514,0,CM,0.992233,YES
85,-918,719,0,CM,0.99902,YES
86,-179,515,0,CM,0.991005,YES
89,-752,862,0,CH,0.97361,YES
94,-774,1304,0,CM,0.996063,YES
95,-215,538,0,CM,0.992113,YES
17,1164,-1002,1,CM,0.983595,YES
21,314,-1888,1,CM,0.98029,YES
22,643,-942,1,CM,0.997082,YES
23,-467,-1116,1,CM,0.988304,YES
28,-391,-391,1,CM,0.986253,YES
29,703,-792,1,CM,0.995923,YES
30,291,-263,1,CM,0.991927,YES
35,438,-1000,1,CM,0.999169,YES
36,264,-1462,1,CM,0.993595,YES
40,265,-897,1,CH,0.982207,YES
44,-365,-1074,1,CM,0.991415,YES
46,487,-1921,1,CM,0.978023,YES
47,446,-670,1,CM,0.998294,YES
50,43,-886,1,CM,0.998992,YES
56,-2,-386,1,CM,0.993332,YES
59,-50,-189,1,CM,0.98797,YES
62,104,-625,1,CM,0.997982,YES
63,618,-1894,1,CM,0.977608,YES
65,-191,-1948,1,CM,0.973729,YES
73,-88,-138,1,CM,0.985966,YES
76,-212,-454,1,CM,0.991504,YES
77,-36,-343,1,CM,0.99203,YES
81,565,-1810,1,CM,0.981509,YES
83,671,-1654,1,CM,0.985222,YES
84,16,-916,1,CM,0.998733,YES
87,478,-193,1,CM,0.98916,YES
0,-1485,-429,2,CM,0.997033,YES
5,-594,-451,2,CM,0.984398,YES
9,-731,-1568,2,CM,0.979274,YES
14,-1840,-383,2,CM,0.992616,YES
25,-995,-1678,2,CM,0.981373,YES
31,-1782,-13,2,CM,0.984594,YES
32,-1522,-1125,2,CM,0.997636,YES
53,-942,-1156,2,CM,0.993251,YES
61,-689,-471,2,CM,0.987566,YES
67,-1538,-943,2,CM,0.999229,YES
72,-566,-1411,2,CM,0.9786,YES
88,-1403,-804,2,CH,0.94755,YES
99,-895,-1320,2,CM,0.989494,YES
1,543,1597,3,CM,0.99835,YES
8,1136,1056,3,CM,0.984477,YES
13,137,925,3,CM,0.994577,YES
20,956,1016,3,CM,0.989044,YES
24,69,1491,3,CM,0.99849,YES
26,1308,1376,3,CM,0.980791,YES
27,24,1563,3,CM,0.997639,YES
51,731,1843,3,CM,0.992963,YES
54,784,1217,3,CM,0.99511,YES
58,329,1408,3,CH,0.957978,YES
64,-297,1510,3,CM,0.991934,YES
66,394,546,3,CM,0.985035,YES
69,864,1108,3,CM,0.992456,YES
71,389,867,3,CM,0.994054,YES
90,451,895,3,CM,0.994419,YES
96,292,550,3,CM,0.985229,YES
97,-171,1253,3,CM,0.994499,YES
98,-198,1725,3,CM,0.992416,YES
3,1428,-20,4,CH,0.958934,YES
4,1612,435,4,CM,0.995162,YES
7,1165,701,4,CM,0.9882,YES
10,1146,-509,4,CM,0.993607,YES
11,1317,-1023,4,CM,0.979613,YES
12,1458,-720,4,CM,0.990162,YES
15,1333,894,4,CM,0.983092,YES
16,1519,-338,4,CM,0.997792,YES
18,1881,-274,4,CM,0.994586,YES
33,688,-98,4,CM,0.988906,YES
37,465,63,4,CM,0.981295,YES
38,1202,313,4,CM,0.996741,YES
42,1701,221,4,CM,0.997328,YES
49,1934,-148,4,CM,0.994532,YES
55,1112,374,4,CM,0.994878,YES
70,1306,506,4,CM,0.994149,YES
74,1625,-757,4,CM,0.98834,YES
78,1661,1056,4,CM,0.975739,YES
79,1793,-658,4,CM,0.989175,YES
80,1202,577,4,CM,0.99183,YES
82,880,339,4,CM,0.991396,YES
91,1316,655,4,CM,0.990617,YES
92,1768,-469,4,CM,0.993636,YES
93,1155,625,4,CM,0.990169,YES
