timestamp,node_id,bs_idx,sf,bw,freq,rssi,snr,toa,energy_j,status,role
101323.59,31,0,7,500,868300000,-112.03,11.0,14.14,0.000355,RECEIVED,CM
105888.51,91,0,9,125,867100000,-107.42,15.61,185.34,0.004656,RECEIVED,CM
108304.92,76,0,7,500,868500000,-110.56,12.47,14.14,0.000355,RECEIVED,CM
110262.57,62,0,7,500,867500000,-94.5,28.53,14.14,0.000355,RECEIVED,CM
111485.33,64,0,7,500,868500000,-106.03,17.0,14.14,0.000355,RECEIVED,CM
114934.39,50,0,7,500,867700000,-113.69,9.34,14.14,0.000355,RECEIVED,CM
116376.5,12,0,7,250,867500000,-119.16,3.87,28.29,0.000711,RECEIVED,CM
120051.79,44,0,7,500,868100000,-112.81,10.22,14.14,0.000355,RECEIVED,CM
120235.78,33,0,7,500,867300000,-115.0,8.03,14.14,0.000355,RECEIVED,CM
120564.55,71,0,7,250,867300000,-130.76,-7.73,28.29,0.000711,LOST,CM
121683.76,97,0,7,125,867900000,-116.13,6.9,56.58,0.001421,RECEIVED,CM
123325.09,17,0,7,500,867700000,-102.52,20.51,14.14,0.000355,RECEIVED,CM
127591.57,25,0,7,500,868500000,-97.69,25.34,14.14,0.000355,RECEIVED,CM
129748.41,67,0,7,500,868500000,-99.97,23.06,14.14,0.000355,RECEIVED,CM
131319.28,11,0,7,500,868500000,-110.8,12.23,14.14,0.000355,RECEIVED,CM
135437.46,0,0,7,500,867500000,-96.28,26.75,14.14,0.000355,RECEIVED,CM
137246.0,61,0,7,500,868500000,-118.92,4.11,14.14,0.000355,RECEIVED,CM
168647.74,54,0,7,500,868300000,-109.04,13.99,14.14,0.000355,RECEIVED,CM
172511.42,35,0,7,500,868100000,-96.7,26.33,14.14,0.000355,RECEIVED,CM
175170.98,31,0,7,500,867300000,-98.26,24.77,14.14,0.000355,RECEIVED,CM
177961.1,86,0,7,125,867500000,-119.09,3.94,56.58,0.001421,RECEIVED,CM
180952.5,90,0,7,500,868500000,-107.46,15.57,14.14,0.000355,RECEIVED,CM
182799.56,74,0,7,500,868300000,-114.58,8.46,14.14,0.000355,RECEIVED,CM
183579.25,48,0,7,500,868500000,-108.97,14.06,14.14,0.000355,RECEIVED,CM
185133.23,96,0,7,500,868500000,-114.2,8.83,14.14,0.000355,RECEIVED,CM
185483.95,64,0,7,500,867100000,-109.48,13.55,14.14,0.000355,RECEIVED,CM
185926.9,16,0,7,500,867300000,-116.48,6.55,14.14,0.000355,RECEIVED,CM
188756.37,79,0,7,500,867500000,-103.91,19.12,14.14,0.000355,RECEIVED,CM
189094.6,81,0,7,500,867500000,-109.96,13.07,14.14,0.000355,RECEIVED,CM
189990.75,38,0,7,500,867500000,-111.39,11.64,14.14,0.000355,RECEIVED,CM
194396.61,65,0,7,500,868300000,-115.06,7.97,14.14,0.000355,RECEIVED,CM
194619.02,29,0,7,125,867900000,-105.03,18.0,56.58,0.001421,RECEIVED,CH
202042.68,64,0,7,500,867900000,-119.49,3.54,14.14,0.000355,RECEIVED,CM
208004.47,53,0,7,500,868300000,-103.57,19.46,14.14,0.000355,RECEIVED,CM
208708.86,88,0,7,500,867700000,-105.55,17.48,14.14,0.000355,RECEIVED,CM
212924.83,56,0,7,500,867900000,-102.42,20.61,14.14,0.000355,RECEIVED,CM
213985.82,80,0,7,500,867700000,-119.46,3.58,14.14,0.000355,RECEIVED,CM
220627.88,30,0,7,500,867300000,-116.69,6.34,14.14,0.000355,RECEIVED,CM
223569.54,70,0,7,500,868300000,-106.77,16.26,14.14,0.000355,RECEIVED,CM
223687.64,69,0,12,125,867100000,-125.16,-2.13,1318.91,0.03313,RECEIVED,CM
224659.19,6,0,7,500,867700000,-95.34,27.69,14.14,0.000355,RECEIVED,CM
225160.61,8,0,7,500,867700000,-97.7,25.33,14.14,0.000355,RECEIVED,CM
226899.6,9,0,7,125,868500000,-101.26,21.77,56.58,0.001421,RECEIVED,CM
229890.76,14,0,7,500,867500000,-106.77,16.26,14.14,0.000355,RECEIVED,CM
234966.44,34,0,7,500,868100000,-94.6,28.43,14.14,0.000355,RECEIVED,CM
236077.6,65,0,7,500,867100000,-122.23,0.8,14.14,0.000355,LOST,CM
236211.76,75,0,7,500,868500000,-117.35,5.68,14.14,0.000355,RECEIVED,CM
238265.38,49,0,7,500,868300000,-98.55,24.49,14.14,0.000355,RECEIVED,CM
241222.08,51,0,7,500,868100000,-100.4,22.63,14.14,0.000355,RECEIVED,CM
241389.09,36,0,7,500,867300000,-125.54,-2.51,14.14,0.000355,LOST,CM
248768.68,9,0,7,250,867900000,-110.43,12.6,28.29,0.000711,RECEIVED,CM
251984.2,45,0,7,500,867300000,-91.69,31.34,14.14,0.000355,RECEIVED,CM
262070.99,51,0,7,500,868500000,-106.52,16.51,14.14,0.000355,RECEIVED,CM
263257.76,47,0,8,125,868300000,-115.39,7.64,102.91,0.002585,RECEIVED,CM
263751.84,0,0,7,500,867100000,-109.45,13.58,14.14,0.000355,RECEIVED,CM
264778.85,68,0,7,500,867900000,-94.71,28.32,14.14,0.000355,RECEIVED,CM
276225.16,63,0,7,500,867900000,-102.28,20.75,14.14,0.000355,RECEIVED,CH
282931.12,35,0,7,500,868300000,-101.81,21.22,14.14,0.000355,RECEIVED,CM
295052.19,35,0,7,500,868300000,-85.41,37.62,14.14,0.000355,RECEIVED,CM
299895.04,53,0,7,500,867100000,-99.5,23.53,14.14,0.000355,RECEIVED,CM
313415.06,59,0,7,500,868500000,-125.99,-2.96,14.14,0.000355,LOST,CM
316742.25,97,0,10,125,867500000,-118.27,4.76,370.69,0.009311,RECEIVED,CM
317799.61,77,0,7,500,867900000,-103.81,19.22,14.14,0.000355,RECEIVED,CM
324523.5,4,0,7,250,868500000,-101.3,21.73,28.29,0.000711,RECEIVED,CM
337148.02,39,0,7,500,868100000,-103.25,19.78,14.14,0.000355,RECEIVED,CM
339075.37,89,0,7,500,867300000,-110.92,12.11,14.14,0.000355,RECEIVED,CM
339576.95,85,0,7,500,868100000,-107.33,15.7,14.14,0.000355,RECEIVED,CM
339705.37,42,0,9,125,868500000,-102.88,20.15,185.34,0.004656,RECEIVED,CM
350578.36,37,0,7,500,867300000,-109.67,13.36,14.14,0.000355,RECEIVED,CM
353365.41,34,0,7,500,867100000,-108.95,14.08,14.14,0.000355,RECEIVED,CM
354023.04,95,0,7,500,868300000,-82.29,40.75,14.14,0.000355,RECEIVED,CM
358985.35,57,0,7,500,868500000,-110.61,12.42,14.14,0.000355,RECEIVED,CH
361421.82,92,0,7,500,867300000,-105.74,17.29,14.14,0.000355,RECEIVED,CM
361815.16,9,0,7,500,867100000,-108.24,14.79,14.14,0.000355,RECEIVED,CM
361856.62,88,0,7,500,867100000,-126.81,-3.78,14.14,0.000355,LOST,CM
361881.08,18,0,7,500,867500000,-121.03,2.0,14.14,0.000355,LOST,CM
364389.62,44,0,9,125,867300000,-109.83,13.2,185.34,0.004656,RECEIVED,CM
365132.11,58,0,7,500,867900000,-103.29,19.74,14.14,0.000355,RECEIVED,CM
367640.8,69,0,7,500,868300000,-123.65,-0.62,14.14,0.000355,LOST,CM
368222.62,46,0,7,125,867700000,-114.37,8.66,56.58,0.001421,RECEIVED,CM
369954.98,9,0,7,500,867500000,-107.54,15.49,14.14,0.000355,RECEIVED,CM
370738.77,21,0,9,250,867100000,-114.42,8.61,92.67,0.002328,RECEIVED,CM
373502.67,43,0,7,500,867900000,-99.84,23.19,14.14,0.000355,RECEIVED,CM
377562.7,47,0,7,500,867500000,-108.53,14.5,14.14,0.000355,RECEIVED,CM
378003.29,70,0,7,500,867100000,-105.77,17.26,14.14,0.000355,RECEIVED,CM
379984.44,95,0,7,500,867300000,-89.36,33.67,14.14,0.000355,RECEIVED,CM
388860.55,72,0,7,500,868100000,-110.95,12.08,14.14,0.000355,RECEIVED,CM
395943.37,45,0,7,500,867300000,-102.19,20.85,14.14,0.000355,RECEIVED,CM
397763.14,90,0,7,500,867500000,-109.69,13.34,14.14,0.000355,RECEIVED,CM
402129.02,53,0,7,500,867100000,-95.34,27.69,14.14,0.000355,RECEIVED,CM
404428.74,34,0,7,500,868300000,-119.22,3.81,14.14,0.000355,RECEIVED,CM
406577.06,54,0,7,500,867500000,-110.3,12.73,14.14,0.000355,RECEIVED,CM
407912.59,30,0,7,500,868300000,-118.05,4.98,14.14,0.000355,RECEIVED,CM
411391.64,38,0,7,500,868500000,-118.89,4.14,14.14,0.000355,RECEIVED,CM
411954.08,4,0,7,500,867300000,-121.06,1.98,14.14,0.000355,LOST,CM
413932.57,57,0,7,500,867100000,-104.89,18.14,14.14,0.000355,RECEIVED,CH
416816.72,48,0,7,500,868100000,-112.98,10.05,14.14,0.000355,RECEIVED,CM
423566.72,23,0,7,500,867500000,-112.34,10.69,14.14,0.000355,RECEIVED,CM
424102.04,13,0,7,500,867100000,-105.05,17.98,14.14,0.000355,RECEIVED,CH
424425.24,93,0,7,500,867100000,-92.95,30.08,14.14,0.000355,RECEIVED,CM
430515.75,67,0,7,500,867300000,-94.63,28.4,14.14,0.000355,RECEIVED,CM
432980.7,26,0,7,500,867900000,-110.4,12.63,14.14,0.000355,RECEIVED,CM
433445.94,71,0,7,250,867500000,-103.65,19.38,28.29,0.000711,RECEIVED,CM
436482.1,11,0,7,500,868100000,-100.6,22.43,14.14,0.000355,RECEIVED,CM
436949.63,40,0,7,500,867100000,-117.06,5.97,14.14,0.000355,RECEIVED,CM
439049.49,77,0,7,500,867100000,-107.24,15.79,14.14,0.000355,RECEIVED,CM
453860.24,13,0,7,500,867100000,-105.24,17.79,14.14,0.000355,RECEIVED,CH
458993.17,55,0,7,500,868500000,-103.93,19.11,14.14,0.000355,RECEIVED,CM
459558.38,97,0,10,125,868300000,-123.21,-0.18,370.69,0.009311,RECEIVED,CM
469242.57,46,0,7,250,867500000,-114.25,8.78,28.29,0.000711,RECEIVED,CM
472536.69,26,0,7,250,868500000,-116.9,6.13,28.29,0.000711,RECEIVED,CM
473835.5,16,0,7,500,867900000,-103.19,19.84,14.14,0.000355,RECEIVED,CM
485421.99,99,0,7,500,868100000,-109.16,13.87,14.14,0.000355,RECEIVED,CM
485759.32,89,0,7,500,867100000,-97.59,25.44,14.14,0.000355,RECEIVED,CM
490866.21,11,0,7,500,868100000,-112.61,10.42,14.14,0.000355,RECEIVED,CM
491401.43,50,0,7,500,868500000,-117.84,5.19,14.14,0.000355,RECEIVED,CM
496888.75,14,0,7,500,867700000,-97.86,25.17,14.14,0.000355,RECEIVED,CM
504790.8,10,0,7,500,867900000,-108.15,14.88,14.14,0.000355,RECEIVED,CM
508601.9,4,0,7,500,867300000,-114.09,8.94,14.14,0.000355,RECEIVED,CM
508965.65,82,0,7,500,868500000,-112.34,10.69,14.14,0.000355,RECEIVED,CM
517932.57,40,0,7,500,868300000,-128.19,-5.16,14.14,0.000355,LOST,CM
520612.13,22,0,11,125,867700000,-129.7,-6.66,741.38,0.018623,RECEIVED,CM
521590.59,63,0,7,500,868300000,-123.06,-0.03,14.14,0.000355,LOST,CH
527716.6,46,0,7,250,867500000,-110.15,12.88,28.29,0.000711,RECEIVED,CM
529892.99,13,0,7,500,867900000,-111.88,11.15,14.14,0.000355,RECEIVED,CH
535669.11,43,0,7,500,867900000,-92.51,30.52,14.14,0.000355,RECEIVED,CM
542135.22,14,0,7,500,868100000,-116.26,6.77,14.14,0.000355,RECEIVED,CM
547416.63,6,0,7,500,867900000,-110.27,12.76,14.14,0.000355,RECEIVED,CM
550895.82,45,0,7,500,868500000,-91.32,31.71,14.14,0.000355,RECEIVED,CM
556468.5,2,0,7,500,868100000,-99.98,23.05,14.14,0.000355,RECEIVED,CM
556542.71,3,0,7,500,868300000,-96.84,26.19,14.14,0.000355,RECEIVED,CM
559070.41,62,0,7,500,867900000,-98.04,24.99,14.14,0.000355,RECEIVED,CM
563823.82,75,0,7,250,868500000,-123.78,-0.74,28.29,0.000711,RECEIVED,CM
564880.99,15,0,7,500,868500000,-113.41,9.62,14.14,0.000355,RECEIVED,CM
565645.94,32,0,7,500,868300000,-113.78,9.25,14.14,0.000355,RECEIVED,CM
566716.02,85,0,7,500,867900000,-86.87,36.16,14.14,0.000355,RECEIVED,CM
568567.99,77,0,7,500,867100000,-113.82,9.21,14.14,0.000355,RECEIVED,CM
569507.48,57,0,7,500,867500000,-111.85,11.18,14.14,0.000355,RECEIVED,CH
572011.41,90,0,7,500,868500000,-119.78,3.25,14.14,0.000355,RECEIVED,CM
572905.42,78,0,7,500,867100000,-105.87,17.17,14.14,0.000355,RECEIVED,CM
574620.92,38,0,7,500,867900000,-94.21,28.82,14.14,0.000355,RECEIVED,CM
575167.54,68,0,7,500,868500000,-109.83,13.21,14.14,0.000355,RECEIVED,CM
575980.0,48,0,7,500,868100000,-112.58,10.45,14.14,0.000355,RECEIVED,CM
580895.13,77,0,7,500,867700000,-107.77,15.26,14.14,0.000355,RECEIVED,CM
584933.64,66,0,7,500,868100000,-109.38,13.65,14.14,0.000355,RECEIVED,CM
586290.02,19,0,7,500,867100000,-107.99,15.04,14.14,0.000355,RECEIVED,CM
589488.07,99,0,7,500,868300000,-105.81,17.22,14.14,0.000355,RECEIVED,CM
590336.77,19,0,7,500,867500000,-101.61,21.42,14.14,0.000355,RECEIVED,CM
593318.68,51,0,7,500,867900000,-93.86,29.17,14.14,0.000355,RECEIVED,CM
593916.53,44,0,10,125,868500000,-119.42,3.61,370.69,0.009311,RECEIVED,CM
596176.08,9,0,7,500,868300000,-110.58,12.45,14.14,0.000355,RECEIVED,CM
598147.36,61,0,7,500,867500000,-111.95,11.08,14.14,0.000355,RECEIVED,CM
601071.55,14,0,7,500,867100000,-88.7,34.33,14.14,0.000355,RECEIVED,CM
602573.49,60,0,7,500,867500000,-102.22,20.81,14.14,0.000355,RECEIVED,CM
603428.85,48,0,7,500,867500000,-106.3,16.74,14.14,0.000355,RECEIVED,CM
608119.85,67,0,7,500,868100000,-117.69,5.34,14.14,0.000355,RECEIVED,CM
611664.68,39,0,7,125,868300000,-101.87,21.16,56.58,0.001421,RECEIVED,CM
612016.03,93,0,7,500,867300000,-103.64,19.39,14.14,0.000355,RECEIVED,CM
613493.96,43,0,7,500,867300000,-117.3,5.73,14.14,0.000355,RECEIVED,CM
618856.96,32,0,7,500,867300000,-93.04,29.99,14.14,0.000355,RECEIVED,CM
618960.58,16,0,7,500,867900000,-100.29,22.74,14.14,0.000355,RECEIVED,CM
622853.96,46,0,7,500,867300000,-105.97,17.06,14.14,0.000355,RECEIVED,CM
623224.2,9,0,7,500,867500000,-101.99,21.04,14.14,0.000355,RECEIVED,CM
627558.7,9,0,7,500,868500000,-113.22,9.81,14.14,0.000355,RECEIVED,CM
627824.97,48,0,7,125,867500000,-112.76,10.27,56.58,0.001421,RECEIVED,CM
630395.29,4,0,8,125,867100000,-102.46,20.57,102.91,0.002585,RECEIVED,CM
631558.51,88,0,7,500,867300000,-116.8,6.24,14.14,0.000355,RECEIVED,CM
636008.81,46,0,9,125,867900000,-117.96,5.07,185.34,0.004656,RECEIVED,CM
639151.91,7,0,7,500,868500000,-108.12,14.91,14.14,0.000355,RECEIVED,CM
642048.67,84,0,7,500,867500000,-103.77,19.26,14.14,0.000355,RECEIVED,CM
644008.38,35,0,7,500,867300000,-84.35,38.68,14.14,0.000355,RECEIVED,CM
647412.44,1,0,7,500,868100000,-123.81,-0.77,14.14,0.000355,LOST,CM
648298.48,84,0,12,125,867100000,-121.19,1.84,1318.91,0.03313,RECEIVED,CM
653378.54,48,0,7,500,868500000,-107.21,15.82,14.14,0.000355,RECEIVED,CM
666771.27,93,0,7,500,867700000,-113.11,9.92,14.14,0.000355,RECEIVED,CM
668973.46,12,0,7,500,868500000,-128.7,-5.67,14.14,0.000355,LOST,CM
671582.93,64,0,7,500,867300000,-115.23,7.8,14.14,0.000355,RECEIVED,CM
678458.46,53,0,7,500,867300000,-102.7,20.33,14.14,0.000355,RECEIVED,CM
682475.72,30,0,7,500,868300000,-134.53,-11.5,14.14,0.000355,LOST,CM
682907.77,57,0,7,500,868500000,-105.6,17.43,14.14,0.000355,RECEIVED,CH
683618.1,20,0,7,500,868100000,-116.67,6.36,14.14,0.000355,RECEIVED,CM
684855.26,27,0,7,500,867100000,-107.97,15.06,14.14,0.000355,RECEIVED,CM
687030.34,15,0,9,125,867700000,-95.89,27.14,185.34,0.004656,RECEIVED,CM
690946.24,0,0,7,500,867300000,-102.53,20.5,14.14,0.000355,RECEIVED,CM
693157.3,97,0,7,500,868500000,-110.26,12.77,14.14,0.000355,RECEIVED,CM
698616.38,57,0,7,500,867100000,-117.38,5.65,14.14,0.000355,RECEIVED,CH
700304.5,28,0,7,500,867700000,-114.23,8.8,14.14,0.000355,RECEIVED,CM
708630.62,24,0,7,500,868300000,-102.12,20.91,14.14,0.000355,RECEIVED,CM
710504.46,40,0,7,500,867100000,-107.53,15.5,14.14,0.000355,RECEIVED,CM
711912.88,70,0,7,500,868300000,-103.92,19.11,14.14,0.000355,RECEIVED,CM
713846.87,53,0,7,500,868500000,-98.53,24.5,14.14,0.000355,RECEIVED,CM
713945.7,91,0,7,500,868100000,-109.88,13.15,14.14,0.000355,RECEIVED,CM
714066.85,66,0,7,500,868500000,-104.57,18.46,14.14,0.000355,RECEIVED,CM
716471.4,46,0,7,250,868300000,-126.14,-3.11,28.29,0.000711,LOST,CM
722527.1,89,0,7,500,868100000,-107.22,15.81,14.14,0.000355,RECEIVED,CM
730024.14,62,0,7,500,868300000,-95.74,27.29,14.14,0.000355,RECEIVED,CM
730279.93,7,0,7,500,868100000,-121.91,1.12,14.14,0.000355,LOST,CM
732054.62,33,0,7,500,867500000,-98.21,24.82,14.14,0.000355,RECEIVED,CM
733044.05,73,0,7,500,868500000,-92.5,30.53,14.14,0.000355,RECEIVED,CM
734201.84,99,0,7,500,867700000,-102.35,20.68,14.14,0.000355,RECEIVED,CM
735066.96,51,0,7,500,868500000,-105.91,17.12,14.14,0.000355,RECEIVED,CM
740988.61,11,0,7,250,867700000,-95.28,27.75,28.29,0.000711,RECEIVED,CM
744693.34,52,0,7,500,868100000,-100.36,22.67,14.14,0.000355,RECEIVED,CM
749874.25,49,0,7,500,867500000,-105.63,17.4,14.14,0.000355,RECEIVED,CM
752186.72,46,0,7,125,867100000,-120.38,2.65,56.58,0.001421,RECEIVED,CM
753579.43,5,0,7,125,868100000,-114.35,8.69,56.58,0.001421,RECEIVED,CM
770716.99,59,0,7,500,867500000,-109.6,13.43,14.14,0.000355,RECEIVED,CM
774940.71,98,0,7,250,867900000,-115.15,7.88,28.29,0.000711,RECEIVED,CM
779692.81,69,0,7,500,868500000,-110.71,12.32,14.14,0.000355,RECEIVED,CM
783360.61,71,0,7,500,867700000,-121.47,1.56,14.14,0.000355,LOST,CM
783775.01,3,0,7,500,867900000,-101.41,21.62,14.14,0.000355,RECEIVED,CM
785050.71,9,0,7,500,868500000,-101.7,21.34,14.14,0.000355,RECEIVED,CM
785213.07,8,0,7,250,868100000,-107.18,15.85,28.29,0.000711,RECEIVED,CM
788645.61,4,0,7,500,868100000,-115.42,7.61,14.14,0.000355,RECEIVED,CM
789295.59,65,0,7,500,867700000,-117.68,5.35,14.14,0.000355,RECEIVED,CM
791419.8,99,0,7,500,868100000,-106.24,16.79,14.14,0.000355,RECEIVED,CM
798559.79,61,0,7,500,867100000,-116.32,6.71,14.14,0.000355,RECEIVED,CM
807000.62,51,0,7,500,868500000,-100.05,22.98,14.14,0.000355,RECEIVED,CM
808384.13,62,0,7,500,867900000,-102.73,20.3,14.14,0.000355,RECEIVED,CM
809546.67,60,0,7,500,867300000,-84.49,38.54,14.14,0.000355,RECEIVED,CM
810626.21,31,0,7,500,868100000,-108.55,14.48,14.14,0.000355,RECEIVED,CM
813126.63,86,0,7,500,867300000,-126.49,-3.46,14.14,0.000355,LOST,CM
822778.68,14,0,7,500,867900000,-103.86,19.17,14.14,0.000355,RECEIVED,CM
823390.78,60,0,7,500,868300000,-81.69,41.34,14.14,0.000355,RECEIVED,CM
828594.42,95,0,7,500,868100000,-97.71,25.32,14.14,0.000355,RECEIVED,CM
829508.99,27,0,7,500,868100000,-92.53,30.5,14.14,0.000355,RECEIVED,CM
835363.71,77,0,7,500,867700000,-91.92,31.11,14.14,0.000355,RECEIVED,CM
835620.9,21,0,9,125,868500000,-128.48,-5.45,185.34,0.004656,RECEIVED,CM
835747.02,63,0,7,500,868300000,-120.22,2.82,14.14,0.000355,RECEIVED,CH
837218.73,89,0,7,500,867900000,-95.95,27.08,14.14,0.000355,RECEIVED,CM
845784.25,51,0,7,500,868300000,-97.12,25.91,14.14,0.000355,RECEIVED,CM
846330.22,29,0,7,250,868500000,-113.6,9.43,28.29,0.000711,RECEIVED,CH
846379.63,73,0,7,500,868300000,-129.19,-6.16,14.14,0.000355,LOST,CM
849989.17,62,0,7,500,868500000,-107.5,15.53,14.14,0.000355,RECEIVED,CM
850218.14,83,0,7,500,867700000,-106.56,16.47,14.14,0.000355,RECEIVED,CM
851232.19,16,0,7,500,867700000,-110.67,12.37,14.14,0.000355,RECEIVED,CM
851720.46,73,0,7,250,868100000,-110.87,12.16,28.29,0.000711,RECEIVED,CM
852243.04,69,0,11,125,868100000,-125.85,-2.82,741.38,0.018623,RECEIVED,CM
852684.04,56,0,7,500,867700000,-93.69,29.35,14.14,0.000355,RECEIVED,CM
857216.51,14,0,7,500,868300000,-115.18,7.85,14.14,0.000355,RECEIVED,CM
860671.63,78,0,7,500,867900000,-115.35,7.69,14.14,0.000355,RECEIVED,CM
867760.37,58,0,7,500,868100000,-102.09,20.94,14.14,0.000355,RECEIVED,CM
874787.31,42,0,7,250,868100000,-108.61,14.42,28.29,0.000711,RECEIVED,CM
876605.39,57,0,8,250,867500000,-121.28,1.75,51.46,0.001293,RECEIVED,CH
877032.17,38,0,7,500,867500000,-108.44,14.6,14.14,0.000355,RECEIVED,CM
886517.31,16,0,7,500,867500000,-119.46,3.57,14.14,0.000355,RECEIVED,CM
901549.24,87,0,7,500,867500000,-123.07,-0.04,14.14,0.000355,LOST,CM
905343.22,32,0,7,500,868500000,-113.99,9.04,14.14,0.000355,RECEIVED,CM
909765.28,38,0,7,500,868500000,-95.72,27.31,14.14,0.000355,RECEIVED,CM
916598.42,7,0,7,500,867100000,-105.56,17.47,14.14,0.000355,RECEIVED,CM
923325.65,51,0,7,500,868300000,-96.2,26.83,14.14,0.000355,RECEIVED,CM
923800.52,19,0,7,500,867700000,-95.69,27.34,14.14,0.000355,RECEIVED,CM
924657.22,32,0,7,500,867100000,-113.62,9.41,14.14,0.000355,RECEIVED,CM
925887.49,72,0,7,500,867100000,-120.74,2.29,14.14,0.000355,RECEIVED,CM
933020.76,91,0,7,500,867300000,-115.88,7.15,14.14,0.000355,RECEIVED,CM
934559.3,65,0,7,500,867500000,-124.03,-1.0,14.14,0.000355,LOST,CM
945759.93,33,0,10,125,867300000,-107.84,15.19,370.69,0.009311,RECEIVED,CM
945835.93,68,0,7,500,868500000,-98.33,24.7,14.14,0.000355,RECEIVED,CM
946331.88,12,0,7,500,867700000,-122.52,0.51,14.14,0.000355,LOST,CM
948861.64,93,0,7,500,868300000,-111.83,11.21,14.14,0.000355,RECEIVED,CM
949105.54,81,0,7,500,867700000,-105.99,17.04,14.14,0.000355,RECEIVED,CM
953336.54,81,0,7,500,867500000,-113.03,10.0,14.14,0.000355,RECEIVED,CM
954670.48,36,0,7,500,867700000,-122.01,1.02,14.14,0.000355,LOST,CM
962022.44,31,0,7,500,868100000,-108.33,14.7,14.14,0.000355,RECEIVED,CM
966651.17,66,0,7,500,867100000,-88.86,34.17,14.14,0.000355,RECEIVED,CM
969343.37,88,0,7,500,868300000,-109.89,13.14,14.14,0.000355,RECEIVED,CM
969555.57,97,0,7,250,867300000,-126.84,-3.81,28.29,0.000711,LOST,CM
975171.47,82,0,7,500,867100000,-100.7,22.33,14.14,0.000355,RECEIVED,CM
976211.16,77,0,7,500,867700000,-105.28,17.75,14.14,0.000355,RECEIVED,CM
