node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS;ROLE
61;0;-100.6601033568612;22.370796513058238;14.144000000000002;7;500;14;867500000;867500000;807.9634892741132;0.35528121687271497;RECEIVED;CM
97;0;-126.73439260086778;-3.7034927309483407;14.144000000000002;7;500;14;867500000;867500000;1455.6702923395806;0.35528121687271497;LOST;CH
87;0;-108.85881068515158;14.172089184767856;14.144000000000002;7;500;14;867700000;867700000;1649.882420053017;0.35528121687271497;RECEIVED;CM
12;0;-101.15559375802324;21.875306111896194;14.144000000000002;7;500;14;868100000;868100000;1518.7692385612766;0.35528121687271497;RECEIVED;CM
88;0;-87.21017605167071;35.82072381824872;14.144000000000002;7;500;14;867300000;867300000;1511.5885683611132;0.35528121687271497;RECEIVED;CM
19;0;-110.88516075638238;12.145739113537061;14.144000000000002;7;500;14;868500000;868500000;1700.759830193552;0.35528121687271497;RECEIVED;CM
53;0;-112.21196082107241;10.818939048847028;14.144000000000002;7;500;14;867700000;867700000;1913.6838819407974;0.35528121687271497;RECEIVED;CM
57;0;-76.19307897308387;46.83782089683557;14.144000000000002;7;500;14;867100000;867100000;1202.4724529069263;0.35528121687271497;RECEIVED;CM
58;0;-101.2879673667773;21.742932503142143;14.144000000000002;7;500;14;868300000;868300000;1332.7775508313457;0.35528121687271497;RECEIVED;CM
35;0;-117.49059491664426;5.540304953275182;102.912;8;125;14;867700000;867700000;1784.859938482569;2.5850325643951386;RECEIVED;CM
93;0;-112.90160173554342;10.129298134376015;14.144000000000002;7;500;14;868300000;868300000;1152.6256981344811;0.35528121687271497;RECEIVED;CM
79;0;-104.34096121902952;18.689938650889914;14.144000000000002;7;500;14;867100000;867100000;1150.4477389260235;0.35528121687271497;RECEIVED;CM
16;0;-115.48406643164509;7.546833438274348;14.144000000000002;7;500;14;868100000;868100000;875.0411418899114;0.35528121687271497;RECEIVED;CM
75;0;-87.7750212703678;35.255878599551636;14.144000000000002;7;500;14;868500000;868500000;860.4661527335053;0.35528121687271497;RECEIVED;CM
78;0;-112.96380019445492;10.067099675464519;14.144000000000002;7;500;14;868300000;868300000;1980.0790388264809;0.35528121687271497;RECEIVED;CM
45;0;-104.46372837752415;18.56717149239529;14.144000000000002;7;500;14;867900000;867900000;1066.4093960576304;0.35528121687271497;RECEIVED;CH
38;0;-102.75725281604595;20.27364705387349;14.144000000000002;7;500;14;867100000;867100000;1482.2071380208638;0.35528121687271497;RECEIVED;CM
38;0;-110.17219775543121;12.858702114488224;14.144000000000002;7;500;14;868300000;868300000;1482.2071380208638;0.35528121687271497;RECEIVED;CM
66;0;-100.70841141872698;22.322488451192456;14.144000000000002;7;500;14;867700000;867700000;1054.2509188992913;0.35528121687271497;RECEIVED;CM
42;0;-127.03508409163027;-4.00418422171083;56.57600000000001;7;125;14;867300000;867300000;1928.5904178959306;1.4211248674908599;LOST;CM
95;0;-127.17904619154703;-4.148146321627593;14.144000000000002;7;500;14;867500000;867500000;526.061783443732;0.35528121687271497;LOST;CM
12;0;-118.98500708952989;4.045892780389551;14.144000000000002;7;500;14;867900000;867900000;1518.7692385612766;0.35528121687271497;RECEIVED;CM
30;0;-125.05922800967056;-2.0283281397511246;28.288000000000004;7;250;14;867500000;867500000;1325.1086747886002;0.7105624337454299;LOST;CM
73;0;-105.63805860396457;17.39284126595487;28.288000000000004;7;250;14;868100000;868100000;1756.2291991650748;0.7105624337454299;RECEIVED;CM
2;0;-98.1260958725979;24.904803997321537;14.144000000000002;7;500;14;868100000;868100000;1010.9965380751805;0.35528121687271497;RECEIVED;CM
41;0;-99.10865647432331;23.922243395596126;14.144000000000002;7;500;14;867300000;867300000;1551.4103261226542;0.35528121687271497;RECEIVED;CM
16;0;-106.68179321824614;16.349106651673296;14.144000000000002;7;500;14;867500000;867500000;875.0411418899114;0.35528121687271497;RECEIVED;CM
66;0;-96.28705066302068;26.74384920689876;14.144000000000002;7;500;14;868100000;868100000;1054.2509188992913;0.35528121687271497;RECEIVED;CM
53;0;-108.91815150968029;14.112748360239152;28.288000000000004;7;250;14;867300000;867300000;1913.6838819407974;0.7105624337454299;RECEIVED;CM
16;0;-102.03572435913411;20.99517551078533;14.144000000000002;7;500;14;868100000;868100000;875.0411418899114;0.35528121687271497;RECEIVED;CM
97;0;-110.86556854733666;12.165331322582773;370.688;10;125;14;868100000;868100000;1455.6702923395806;9.31126157523423;RECEIVED;CH
