node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS;ROLE
15;0;-107.46448823785799;15.566411632061445;14.144000000000002;7;500;14;868100000;868100000;1559.732348834248;0.35528121687271497;RECEIVED;CM
72;0;-111.3906399907169;11.640259879202532;14.144000000000002;7;500;14;868500000;868500000;1162.3755847401476;0.35528121687271497;RECEIVED;CM
84;0;-115.24632747275396;7.784572397165476;14.144000000000002;7;500;14;867700000;867700000;1672.2514763037286;0.35528121687271497;RECEIVED;CM
37;0;-111.85237210881758;11.178527761101861;14.144000000000002;7;500;14;867900000;867900000;1632.9497848984824;0.35528121687271497;RECEIVED;CM
24;0;-104.62483335095796;18.40606651896148;14.144000000000002;7;500;14;867300000;867300000;1941.3039432299106;0.35528121687271497;RECEIVED;CM
84;0;-102.4727673402911;20.558132529628338;14.144000000000002;7;500;14;867500000;867500000;1672.2514763037286;0.35528121687271497;RECEIVED;CM
51;0;-114.44476482054239;8.586135049377049;14.144000000000002;7;500;14;868100000;868100000;1511.85085243221;0.35528121687271497;RECEIVED;CM
99;0;-106.44942371718523;16.58147615273421;14.144000000000002;7;500;14;868100000;868100000;1090.1045821387963;0.35528121687271497;RECEIVED;CM
1;0;-89.66655533892276;33.364344530996675;14.144000000000002;7;500;14;867300000;867300000;1351.671927651085;0.35528121687271497;RECEIVED;CM
67;0;-122.97243133123698;0.05846853868246171;14.144000000000002;7;500;14;868300000;868300000;1356.6196961565906;0.35528121687271497;LOST;CM
58;0;-107.62451974781774;15.406380122101694;14.144000000000002;7;500;14;867100000;867100000;1815.1311247400283;0.35528121687271497;RECEIVED;CM
48;0;-110.85625470059121;12.17464516932823;14.144000000000002;7;500;14;867300000;867300000;1572.1895560014384;0.35528121687271497;RECEIVED;CM
23;0;-117.36605446736249;5.664845402556949;14.144000000000002;7;500;14;868300000;868300000;820.1097487531775;0.35528121687271497;RECEIVED;CM
89;0;-118.0659244400255;4.96497542989394;14.144000000000002;7;500;14;868100000;868100000;1949.23626069289;0.35528121687271497;RECEIVED;CM
60;0;-119.3819483495667;3.648951520352739;14.144000000000002;7;500;14;867100000;867100000;1870.0537425432458;0.35528121687271497;RECEIVED;CM
17;0;-102.62850390801444;20.402395961905;14.144000000000002;7;500;14;867700000;867700000;1363.858130451991;0.35528121687271497;RECEIVED;CM
1;0;-92.72179170280603;30.309108167113408;14.144000000000002;7;500;14;867900000;867900000;1351.671927651085;0.35528121687271497;RECEIVED;CM
54;0;-107.62527804538934;15.405621824530101;14.144000000000002;7;500;14;868500000;868500000;529.6385559983337;0.35528121687271497;RECEIVED;CM
17;0;-84.95098679213923;38.079913077780205;14.144000000000002;7;500;14;867900000;867900000;1363.858130451991;0.35528121687271497;RECEIVED;CM
72;0;-101.55674607897912;21.47415379094032;14.144000000000002;7;500;14;868300000;868300000;1162.3755847401476;0.35528121687271497;RECEIVED;CM
0;0;-121.24084381380132;1.790056056118118;14.144000000000002;7;500;14;868300000;868300000;1388.5737286871015;0.35528121687271497;LOST;CM
68;0;-129.03927166181623;-6.008371791896792;14.144000000000002;7;500;14;867300000;867300000;1940.195866401122;0.35528121687271497;LOST;CM
11;0;-99.94553736270052;23.085362507218917;14.144000000000002;7;500;14;868100000;868100000;1606.451057455533;0.35528121687271497;RECEIVED;CM
22;0;-112.70105406229453;10.329845807624906;14.144000000000002;7;500;14;867300000;867300000;1316.1154964515842;0.35528121687271497;RECEIVED;CM
60;0;-124.99729480335446;-1.9663949334350264;14.144000000000002;7;500;14;868300000;868300000;1870.0537425432458;0.35528121687271497;LOST;CM
70;0;-103.49040935243055;19.54049051748889;14.144000000000002;7;500;14;868100000;868100000;1718.271806205293;0.35528121687271497;RECEIVED;CM
88;0;-117.75841989184079;5.27247997807865;28.288000000000004;7;250;14;867900000;867900000;1994.1579676645479;0.7105624337454299;RECEIVED;CM
30;0;-111.2956039184685;11.735295951450937;14.144000000000002;7;500;14;868500000;868500000;1822.58058806737;0.35528121687271497;RECEIVED;CM
81;0;-115.05011709718141;7.980782772738024;14.144000000000002;7;500;14;867900000;867900000;1265.1612545442576;0.35528121687271497;RECEIVED;CH
21;0;-110.7693540151883;12.26154585473114;14.144000000000002;7;500;14;867300000;867300000;789.0659034580065;0.35528121687271497;RECEIVED;CM
88;0;-105.05118627833846;17.979713591580975;14.144000000000002;7;500;14;868100000;868100000;1994.1579676645479;0.35528121687271497;RECEIVED;CM
78;0;-91.07228460763025;31.958615262289186;14.144000000000002;7;500;14;867700000;867700000;1229.1135016750893;0.35528121687271497;RECEIVED;CM
36;0;-112.20867970472108;10.82222016519836;14.144000000000002;7;500;14;867700000;867700000;1641.8148494882118;0.35528121687271497;RECEIVED;CM
19;0;-109.53019185405665;13.500708015862784;56.57600000000001;7;125;14;867300000;867300000;1601.6444674146633;1.4211248674908599;RECEIVED;CM
48;0;-111.71858498016502;11.312314889754418;741.376;11;125;14;867500000;867500000;1572.1895560014384;18.62252315046846;RECEIVED;CM
31;0;-107.43638783588068;15.594512034038758;14.144000000000002;7;500;14;868100000;868100000;1728.2838308564944;0.35528121687271497;RECEIVED;CM
55;0;-111.59063315940456;11.440266710514877;14.144000000000002;7;500;14;868500000;868500000;1900.6822459317075;0.35528121687271497;RECEIVED;CM
20;0;-117.94084540316226;5.090054466757181;14.144000000000002;7;500;14;867300000;867300000;888.840255614022;0.35528121687271497;RECEIVED;CM
43;0;-113.03769562512076;9.993204244798676;14.144000000000002;7;500;14;868300000;868300000;1560.265682504105;0.35528121687271497;RECEIVED;CM
94;0;-90.25657276276898;32.774327107150455;28.288000000000004;7;250;14;868300000;868300000;841.6085788536141;0.7105624337454299;RECEIVED;CM
14;0;-116.52784612820443;6.503053741715007;14.144000000000002;7;500;14;867300000;867300000;1886.9639636198674;0.35528121687271497;RECEIVED;CM
13;0;-100.28721963830249;22.74368023161695;14.144000000000002;7;500;14;867100000;867100000;1089.9215568103973;0.35528121687271497;RECEIVED;CM
10;0;-107.42005608242694;15.610843787492499;14.144000000000002;7;500;14;868100000;868100000;1678.6080543116668;0.35528121687271497;RECEIVED;CM
59;0;-100.50642626456523;22.524473605354203;14.144000000000002;7;500;14;868500000;868500000;692.6304931202495;0.35528121687271497;RECEIVED;CM
33;0;-121.49976981190852;1.5311300580109162;14.144000000000002;7;500;14;868100000;868100000;1149.0317663145784;0.35528121687271497;LOST;CH
25;0;-121.63587234718827;1.3950275227311693;14.144000000000002;7;500;14;867100000;867100000;1940.357956666759;0.35528121687271497;LOST;CM
16;0;-123.48435678258596;-0.45345691266652466;14.144000000000002;7;500;14;867300000;867300000;1927.5378076707082;0.35528121687271497;LOST;CM
23;0;-117.0514483954826;5.979451474436843;14.144000000000002;7;500;14;868100000;868100000;820.1097487531775;0.35528121687271497;RECEIVED;CM
15;0;-114.66166766712993;8.369232202789505;56.57600000000001;7;125;14;868100000;868100000;1559.732348834248;1.4211248674908599;RECEIVED;CM
65;0;-98.73594791576652;24.29495195415292;14.144000000000002;7;500;14;867300000;867300000;1352.6514702612792;0.35528121687271497;RECEIVED;CM
19;0;-105.1234724670872;17.90742740283224;14.144000000000002;7;500;14;868100000;868100000;1601.6444674146633;0.35528121687271497;RECEIVED;CM
56;0;-116.96164261282286;6.069257257096581;14.144000000000002;7;500;14;867900000;867900000;629.7825021386352;0.35528121687271497;RECEIVED;CM
75;0;-97.52907299728926;25.501826872630176;14.144000000000002;7;500;14;867100000;867100000;1785.5290532500444;0.35528121687271497;RECEIVED;CM
58;0;-114.12960968472626;8.901290185193176;14.144000000000002;7;500;14;868500000;868500000;1815.1311247400283;0.35528121687271497;RECEIVED;CM
38;0;-103.33950901674011;19.69139085317933;14.144000000000002;7;500;14;867700000;867700000;412.20019408049774;0.35528121687271497;RECEIVED;CM
30;0;-121.3406164409505;1.6902834289689395;14.144000000000002;7;500;14;867500000;867500000;1822.58058806737;0.35528121687271497;LOST;CM
54;0;-126.64355049136893;-3.6126506214494896;14.144000000000002;7;500;14;867900000;867900000;529.6385559983337;0.35528121687271497;LOST;CM
44;0;-114.95572314166739;8.075176728252046;14.144000000000002;7;500;14;867300000;867300000;1906.9276336557714;0.35528121687271497;RECEIVED;CM
15;0;-117.11084497174159;5.9200548981778525;14.144000000000002;7;500;14;868500000;868500000;1559.732348834248;0.35528121687271497;RECEIVED;CM
8;0;-99.12660945085761;23.904290419061823;14.144000000000002;7;500;14;867500000;867500000;1426.0578529638972;0.35528121687271497;RECEIVED;CM
73;0;-80.10497437597476;42.925925493944675;14.144000000000002;7;500;14;868300000;868300000;1524.7245652904003;0.35528121687271497;RECEIVED;CM
91;0;-83.82751880423737;39.203381065682066;14.144000000000002;7;500;14;867100000;867100000;1337.409810043279;0.35528121687271497;RECEIVED;CM
71;0;-108.1271266557949;14.903773214124541;28.288000000000004;7;250;14;867100000;867100000;1903.9143888315987;0.7105624337454299;RECEIVED;CM
7;0;-107.28317684490543;15.747723025014011;56.57600000000001;7;125;14;868300000;868300000;1371.9478853076016;1.4211248674908599;RECEIVED;CH
40;0;-107.88113176824072;15.149768101678717;14.144000000000002;7;500;14;868100000;868100000;907.2601611445308;0.35528121687271497;RECEIVED;CM
75;0;-104.40894703333181;18.621952836587624;14.144000000000002;7;500;14;867700000;867700000;1785.5290532500444;0.35528121687271497;RECEIVED;CM
18;0;-128.1735312139537;-5.142631344034271;14.144000000000002;7;500;14;868100000;868100000;1436.736579892083;0.35528121687271497;LOST;CH
99;0;-107.16752331939924;15.8633765505202;14.144000000000002;7;500;14;867500000;867500000;1090.1045821387963;0.35528121687271497;RECEIVED;CM
47;0;-104.69220602100584;18.338693848913593;14.144000000000002;7;500;14;868300000;868300000;1484.9269342294253;0.35528121687271497;RECEIVED;CM
56;0;-112.30366806237093;10.727231807548506;28.288000000000004;7;250;14;867700000;867700000;629.7825021386352;0.7105624337454299;RECEIVED;CM
