node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS;ROLE
878;0;-99.28465658246327;23.746243287456167;14.144000000000002;7;500;14;867100000;867100000;1461.519756965331;0.35528121687271497;RECEIVED;CM
151;0;-110.65847318727921;12.372426682640224;14.144000000000002;7;500;14;867100000;867100000;1090.972501944939;0.35528121687271497;RECEIVED;CM
650;0;-107.93740018610747;15.09349968381197;14.144000000000002;7;500;14;867700000;867700000;1154.4176020834054;0.35528121687271497;RECEIVED;CM
1044;0;-122.54469053846978;0.4862093314496576;14.144000000000002;7;500;14;868100000;868100000;1328.2925129654236;0.35528121687271497;LOST;CM
1003;0;-102.83702787481785;20.19387199510159;14.144000000000002;7;500;14;868300000;868300000;1596.294772277351;0.35528121687271497;RECEIVED;CM
1570;0;-119.73843533501707;3.292464534902365;14.144000000000002;7;500;14;867900000;867900000;1985.2077976876878;0.35528121687271497;RECEIVED;CM
1991;0;-101.51650995410411;21.51438991581533;14.144000000000002;7;500;14;867700000;867700000;1999.1663262470183;0.35528121687271497;RECEIVED;CM
855;0;-102.22140862055596;20.809491249363475;14.144000000000002;7;500;14;867100000;867100000;1038.763206895585;0.35528121687271497;RECEIVED;CM
1818;0;-83.14103273674569;39.88986713317375;14.144000000000002;7;500;14;867100000;867100000;1329.588282138497;0.35528121687271497;RECEIVED;CM
1638;0;-87.39300302150613;35.637896848413305;14.144000000000002;7;500;14;867300000;867300000;319.03918254659567;0.35528121687271497;RECEIVED;CM
1120;0;-105.00758417713638;18.023315692783058;14.144000000000002;7;500;14;867700000;867700000;1564.6405337968206;0.35528121687271497;RECEIVED;CM
1068;0;-118.8384268925808;4.192472977338639;14.144000000000002;7;500;14;868500000;868500000;1639.0036607646732;0.35528121687271497;RECEIVED;CM
468;0;-91.76076884151634;31.2701310284031;14.144000000000002;7;500;14;868300000;868300000;1709.4013572008184;0.35528121687271497;RECEIVED;CM
1229;0;-114.27995133718295;8.750948532736487;14.144000000000002;7;500;14;867500000;867500000;549.7681329433345;0.35528121687271497;RECEIVED;CM
1355;0;-97.90134478328363;25.129555086635804;14.144000000000002;7;500;14;867700000;867700000;1294.3956118590638;0.35528121687271497;RECEIVED;CM
1300;0;-108.69475174910899;14.33614812081045;14.144000000000002;7;500;14;867900000;867900000;1231.824662847761;0.35528121687271497;RECEIVED;CM
