node_id,x,y,cluster_id,role,residual_energy_J,alive
4,-614,1152,0,CM,0.999362,YES
13,-1082,1426,0,CM,0.997223,YES
15,-404,1133,0,CM,0.997276,YES
18,-397,1521,0,CM,0.996264,YES
24,-869,1268,0,CM,0.999677,YES
34,-522,780,0,CM,0.994214,YES
36,-461,830,0,CM,0.994519,YES
42,-218,941,0,CM,0.992266,YES
46,-610,793,0,CM,0.995098,YES
55,-536,1506,0,CM,0.997965,YES
96,-1326,1281,0,CM,0.993249,YES
97,-554,1814,0,CM,0.99328,YES
100,-750,1056,0,CM,0.999081,YES
102,-570,1012,0,CM,0.99805,YES
123,-176,905,0,CM,0.990847,YES
132,-688,707,0,CM,0.993618,YES
133,-457,789,0,CM,0.993721,YES
135,-769,833,0,CM,0.996185,YES
139,-786,1732,0,CM,0.995642,YES
143,-658,1283,0,CM,0.999821,YES
145,-901,923,0,CM,0.997119,YES
149,-793,761,0,CM,0.994795,YES
155,-824,1336,0,CM,0.999766,YES
162,-517,1587,0,CM,0.996896,YES
169,-375,640,0,CM,0.98934,YES
184,-320,1743,0,CM,0.991838,YES
209,-454,1277,0,CM,0.998273,YES
215,-277,839,0,CM,0.9919,YES
234,-506,1157,0,CM,0.998582,YES
241,-428,1707,0,CM,0.994103,YES
243,-486,1655,0,CM,0.995633,YES
248,-240,1070,0,CM,0.994075,YES
252,-499,1618,0,CM,0.99631,YES
254,-583,1075,0,CM,0.998704,YES
264,-1170,1166,0,CM,0.996176,YES
271,-893,897,0,CM,0.996795,YES
272,-743,1208,0,CM,0.999908,YES
290,-830,1358,0,CM,0.999677,YES
299,-318,739,0,CM,0.990719,YES
308,-872,1277,0,CM,0.999661,YES
310,-1010,921,0,CM,0.996178,YES
334,-519,1148,0,CM,0.998661,YES
337,-1209,1355,0,CM,0.995541,YES
347,-1220,1292,0,CM,0.995475,YES
369,-1046,1519,0,CM,0.99692,YES
391,-1001,1152,0,CM,0.99841,YES
392,-672,1181,0,CM,0.999719,YES
393,-1394,1189,0,CM,0.991457,YES
405,-343,1323,0,CM,0.996671,YES
406,-1057,1092,0,CM,0.997426,YES
418,-316,1373,0,CM,0.996062,YES
423,-370,1020,0,CM,0.995922,YES
424,-1225,1522,0,CM,0.994101,YES
434,-916,1341,0,CM,0.999295,YES
438,-1210,1456,0,CM,0.994967,YES
454,-1471,1274,0,CM,0.989467,YES
484,-1277,1271,0,CM,0.994341,YES
486,-740,890,0,CM,0.997122,YES
487,-383,1237,0,CM,0.997325,YES
488,-1155,1156,0,CM,0.996383,YES
503,-938,1426,0,CM,0.998743,YES
508,-568,1904,0,CM,0.991256,YES
515,-271,676,0,CM,0.988458,YES
528,-756,1656,0,CM,0.996967,YES
529,-906,1011,0,CM,0.998147,YES
537,-566,621,0,CM,0.99096,YES
541,-1061,999,0,CM,0.996548,YES
568,-1003,1505,0,CM,0.997536,YES
582,-1024,1672,0,CM,0.99517,YES
585,-831,1127,0,CM,0.999438,YES
599,-237,1066,0,CM,0.993982,YES
603,-1360,1372,0,CM,0.992224,YES
608,-798,1582,0,CM,0.997954,YES
609,-779,1535,0,CM,0.998532,YES
663,-1156,1265,0,CM,0.996618,YES
685,-601,1523,0,CM,0.998259,YES
692,-625,1070,0,CM,0.998903,YES
714,-459,1806,0,CM,0.992544,YES
724,-874,872,0,CM,0.996516,YES
726,-749,1799,0,CM,0.994341,YES
728,-892,932,0,CM,0.997296,YES
742,-718,1752,0,CM,0.995279,YES
768,-666,660,0,CM,0.992459,YES
776,-636,1569,0,CM,0.997926,YES
789,-1065,1175,0,CM,0.997772,YES
