node;gateway;RSSI;SNR;TOA;SF;BW;TXPOWER;FREQ;CHANNEL;DISTANCE;ENERGY;STATUS;ROLE
69;0;-113.89851376126771;9.13238610865173;14.144000000000002;7;500;14;868100000;868100000;1416.5045005223244;0.35528121687271497;RECEIVED;CM
79;0;-109.50532184837571;13.525578021543723;1318.912;12;125;14;867100000;867100000;1307.6792420161757;33.12957157155162;RECEIVED;CM
76;0;-107.68352871013796;15.347371159781474;1318.912;12;125;14;868500000;868500000;1918.5077534375512;33.12957157155162;RECEIVED;CM
56;0;-114.47056957875384;8.560330291165599;1318.912;12;125;14;867900000;867900000;1760.1082353082722;33.12957157155162;RECEIVED;CM
80;0;-112.24857617085209;10.782323699067348;51.456;8;250;14;867500000;867500000;813.1248366640881;1.2925162821975693;RECEIVED;CM
21;0;-121.4961544401474;1.5347454297720446;1318.912;12;125;14;867900000;867900000;1914.6326018325292;33.12957157155162;RECEIVED;CM
95;0;-116.68857400003265;6.342325869886793;164.864;11;500;14;867900000;867900000;1670.2963808857396;4.141196446443953;RECEIVED;CM
56;0;-103.75979997069874;19.2710998992207;14.144000000000002;7;500;14;868500000;868500000;1760.1082353082722;0.35528121687271497;RECEIVED;CM
84;0;-109.11237077876345;13.918529091155989;56.57600000000001;7;125;14;868300000;868300000;940.0707420189185;1.4211248674908599;RECEIVED;CM
8;0;-107.2233966414112;15.807503228508239;28.288000000000004;7;250;14;867700000;867700000;1649.0754985748833;0.7105624337454299;RECEIVED;CM
9;0;-106.05712726549972;16.97377260441972;329.728;11;250;14;868300000;868300000;928.2849777950735;8.282392892887906;RECEIVED;CM
83;0;-109.39537658866787;13.635523281251565;1318.912;12;125;14;868100000;868100000;1237.8642898153255;33.12957157155162;RECEIVED;CM
77;0;-113.89172126521832;9.139178604701115;659.456;12;250;14;867300000;867300000;910.6179220726989;16.56478578577581;RECEIVED;CM
66;0;-106.62546364209248;16.405436227826954;329.728;11;250;14;868500000;868500000;604.4915218594881;8.282392892887906;RECEIVED;CM
99;0;-109.62440765961868;13.406492210300755;185.344;9;125;14;867300000;867300000;663.2721914870244;4.655630787617115;RECEIVED;CM
